Geneid	0_R1	0_R2	0_R3	30_R1	30_R2	30_R3	60_R1	60_R2	60_R3	Entity	Symbol	is_outlier	outlier_info
gene-VC_RS12885	554	913	693	575	873	570	290	302	206	host	hslV	False	
gene-VC_RS17705	185	324	277	499	515	496	688	731	670	host	gene-VC_RS17705	False	
gene-VC_RS04110	307	495	362	267	481	398	532	453	277	host	tcpP	False	
gene-VPVV882_gp15	1458	1926	1342	19730	26123	21537	54212	65536	40953	phage	gene-VPVV882_gp15	False	
gene-VPVV882_gp37	870	1309	1067	16968	14884	15705	51337	56285	39517	phage	gene-VPVV882_gp37	False	
gene-VC_RS08215	292	340	310	263	336	268	243	256	182	host	gene-VC_RS08215	False	
gene-VC_RS03615	386	488	468	482	538	470	856	889	850	host	gene-VC_RS03615	False	
gene-VC_RS01790	692	1004	867	776	1072	840	609	795	493	host	gene-VC_RS01790	False	
gene-VC_RS12890	1017	1476	1291	933	1450	1135	1489	1615	945	host	gene-VC_RS12890	False	
gene-VC_RS00540	1001	1872	1360	1700	1994	1480	1141	1436	924	host	hemN	False	
gene-VC_RS06205	70	66	70	76	72	65	126	133	103	host	gene-VC_RS06205	False	
gene-VC_RS03320	471	662	544	467	652	505	430	522	274	host	gene-VC_RS03320	False	
gene-VC_RS17900	397	479	477	588	809	603	1951	2444	1542	host	gene-VC_RS17900	False	
gene-VC_RS05525	698	1170	923	859	1303	906	1345	1721	1028	host	hflD	False	
gene-VC_RS08885	162	233	191	292	346	276	320	348	236	host	cydX	False	
gene-VC_RS09530	721	1155	1034	970	1241	997	988	1121	755	host	gene-VC_RS09530	False	
gene-VC_RS10940	526	689	578	479	556	429	742	916	608	host	pgpA	False	
gene-VC_RS01035	923	1358	1068	776	1060	820	786	995	574	host	lpxN	False	
gene-VC_RS06420	347	446	510	747	781	714	1301	1340	980	host	gene-VC_RS06420	False	
gene-VC_RS07360	219	271	261	247	303	291	353	408	271	host	gene-VC_RS07360	False	
gene-VC_RS05635	1966	3029	2599	2194	2510	2208	2194	2437	1659	host	panP	False	
gene-VC_RS04665	141	192	182	504	691	582	800	959	575	host	gene-VC_RS04665	False	
gene-VC_RS00680	590	910	747	646	958	684	509	611	335	host	ftsE	False	
gene-VC_RS05560	775	1224	1099	780	820	755	2377	658	464	host	hisC	False	
gene-VC_RS18030	88	116	134	155	184	146	267	354	201	host	gene-VC_RS18030	False	
gene-VC_RS04125	150	191	185	244	324	255	390	410	276	host	tcpB	False	
gene-VC_RS14480	325	425	406	453	580	445	699	755	467	host	gene-VC_RS14480	False	
gene-VC_RS17815	654	926	852	654	799	725	470	570	349	host	malF	False	
gene-VC_RS03920	89	142	129	163	203	148	264	261	160	host	gene-VC_RS03920	False	
gene-VC_RS01125	771	1259	1067	633	853	691	289	379	224	host	gene-VC_RS01125	False	
gene-VC_RS18445	932	1363	1057	781	889	739	670	756	509	host	gene-VC_RS18445	False	
gene-VC_RS08285	108	196	183	113	197	125	95	98	74	host	gene-VC_RS08285	False	
gene-VC_RS12050	1230	1533	1353	1274	1675	1550	1667	1578	1221	host	gene-VC_RS12050	False	
gene-VC_RS12140	208	258	215	218	382	245	193	238	141	host	ibaG	False	
gene-VC_RS03425	531	841	679	725	1076	813	664	910	494	host	gene-VC_RS03425	False	
gene-VC_RS13715	106	164	161	150	159	133	154	180	142	host	gene-VC_RS13715	False	
gene-VC_RS05190	1452	2267	1572	830	1408	925	630	797	419	host	recR	False	
gene-VC_RS15475	148	242	177	218	396	263	410	472	285	host	gene-VC_RS15475	False	
gene-VC_RS11075	1910	2974	2211	1459	2230	1514	761	820	519	host	gene-VC_RS11075	False	
gene-VC_RS00600	540	716	597	526	572	435	429	473	800	host	yigB	False	
gene-VC_RS09280	211	358	262	259	430	250	225	290	168	host	gene-VC_RS09280	False	
gene-VC_RS09370	163	222	241	242	348	253	388	449	283	host	gene-VC_RS09370	False	
gene-VC_RS13245	723	1069	969	820	1079	790	1140	1214	738	host	gene-VC_RS13245	False	
gene-VC_RS07440	600	754	719	617	828	638	466	474	330	host	gene-VC_RS07440	False	
gene-VC_RS11500	62	107	84	153	190	146	224	190	134	host	gene-VC_RS11500	False	
gene-VC_RS18400	993	1615	1377	1362	1525	1351	2019	2390	1607	host	putA	False	
gene-VC_RS04585	103	167	155	153	227	166	228	255	179	host	vpsG	False	
gene-VC_RS04930	683	960	794	943	1152	896	1181	1515	889	host	truA	False	
gene-VC_RS13745	458	684	620	661	770	620	1124	1173	814	host	gene-VC_RS13745	False	
gene-VC_RS16125	1852	2498	2142	2227	2851	2221	2522	2980	1953	host	gene-VC_RS16125	False	
gene-VC_RS16960	166	145	181	204	169	154	102	71	45	host	gene-VC_RS16960	False	
gene-VC_RS14820	535	883	746	591	858	688	810	872	561	host	gene-VC_RS14820	False	
gene-VC_RS10990	353	443	428	352	508	440	239	316	183	host	crl	False	
gene-VC_RS04720	628	871	701	553	828	628	393	534	310	host	rsfS	False	
gene-VC_RS13075	752	1116	896	847	1125	819	653	829	514	host	gene-VC_RS13075	False	
gene-VC_RS10155	598	961	798	813	1124	860	989	1202	754	host	mnmC	False	
gene-VC_RS18080	107	213	181	157	239	194	243	302	207	host	gene-VC_RS18080	False	
gene-VC_RS16465	123	150	139	129	176	130	179	178	122	host	gene-VC_RS16465	False	
gene-VC_RS06620	1371	1906	1642	1766	2460	1870	2015	2457	1602	host	gene-VC_RS06620	False	
gene-VC_RS18695	64	75	78	85	125	97	119	143	76	host	gene-VC_RS18695	False	
gene-VC_RS01805	282	371	367	426	621	496	1067	740	552	host	tusB	False	
gene-VC_RS08055	502	742	636	561	701	542	747	858	592	host	gene-VC_RS08055	False	
gene-VC_RS11300	744	1084	863	1010	1322	1015	888	1134	646	host	deoD	False	
gene-VC_RS11305	359	505	451	377	546	366	402	521	311	host	gene-VC_RS11305	False	
gene-VC_RS16835	248	396	411	356	433	362	414	517	330	host	gene-VC_RS16835	False	
gene-VC_RS12275	404	694	571	497	588	547	473	542	380	host	gene-VC_RS12275	False	
gene-VC_RS15945	80	129	105	105	117	104	183	219	125	host	gene-VC_RS15945	False	
gene-VC_RS01695	784	1132	835	790	1020	655	429	319	202	host	gene-VC_RS01695	False	
gene-VC_RS02430	164	284	201	465	724	517	592	838	469	host	gene-VC_RS02430	False	
gene-VC_RS03550	1128	1507	1399	1676	1935	1674	1613	1788	1269	host	pheA	False	
gene-VC_RS04160	115	164	137	142	162	152	287	273	199	host	tcpE	False	
gene-VC_RS13155	767	1061	1015	549	819	530	683	666	894	host	gspF	False	
gene-VC_RS05700	342	504	472	628	730	574	854	927	628	host	cmoB	False	
gene-VC_RS16405	118	202	193	164	300	214	202	215	130	host	gene-VC_RS16405	False	
gene-VC_RS03600	925	1019	877	727	864	680	460	549	1698	host	gene-VC_RS03600	False	
gene-VC_RS15830	273	333	302	355	430	378	726	669	544	host	gene-VC_RS15830	False	
gene-VC_RS06830	259	397	329	243	318	272	320	371	238	host	vceB	False	
gene-VC_RS09215	806	1093	996	911	1243	1005	1137	1367	792	host	pyrF	False	
gene-VC_RS05565	1285	1869	1533	1095	1197	993	748	941	638	host	hisB	False	
gene-VC_RS13350	141	183	182	238	264	229	209	232	148	host	punR	False	
gene-VC_RS16020	879	1287	1151	1312	1747	1476	1840	2251	1378	host	gene-VC_RS16020	False	
gene-VC_RS02395	494	651	544	528	680	489	361	380	248	host	gene-VC_RS02395	False	
gene-VC_RS17520	351	464	412	458	710	507	539	671	420	host	gene-VC_RS17520	False	
gene-VC_RS13345	241	390	298	285	373	286	306	401	264	host	fadA	False	
gene-VC_RS17025	138	193	209	188	222	191	275	338	261	host	gene-VC_RS17025	False	
gene-VC_RS10975	447	645	503	547	809	621	532	672	353	host	nrdR	False	
gene-VC_RS05505	74	145	155	86	147	107	115	125	81	host	gene-VC_RS05505	False	
gene-VC_RS03975	41	58	56	69	104	79	89	122	76	host	gene-VC_RS03975	False	
gene-VC_RS06970	193	287	199	94	143	88	56	67	48	host	gene-VC_RS06970	False	
gene-VC_RS12355	189	286	231	222	304	190	295	1581	210	host	gene-VC_RS12355	False	
gene-VC_RS03410	646	996	919	803	1037	1007	791	852	515	host	gene-VC_RS03410	False	
gene-VC_RS04400	194	252	190	394	380	334	432	514	343	host	truC	False	
gene-VC_RS09080	869	1400	1217	1087	1658	1195	888	1029	650	host	lolE	False	
gene-VC_RS12035	324	603	392	520	407	370	383	355	218	host	gene-VC_RS12035	False	
gene-VC_RS07025	1693	2268	1913	1811	2123	1726	2605	2879	2027	host	rtxA	False	
gene-VC_RS18010	1225	1931	1568	1083	1412	1060	640	808	502	host	ppsA	False	
gene-VC_RS17385	394	544	516	425	508	435	385	453	298	host	gene-VC_RS17385	False	
gene-VC_RS06350	736	1062	990	1148	1302	1007	1083	1382	903	host	pabB	False	
gene-VC_RS15395	200	324	256	229	350	230	393	490	354	host	gene-VC_RS15395	False	
gene-VC_RS05380	74	142	90	96	149	106	106	130	75	host	gene-VC_RS05380	False	
gene-VC_RS00145	62	90	78	117	121	102	98	104	68	host	gene-VC_RS00145	False	
gene-VC_RS16330	141	220	200	315	348	308	547	578	367	host	msrB	False	
gene-VC_RS02235	593	836	714	450	702	565	558	626	451	host	rsmA	False	
gene-VC_RS07820	164	191	151	237	297	222	305	418	244	host	rlmF	False	
gene-VC_RS17120	121	199	189	417	450	412	1004	1064	774	host	gene-VC_RS17120	False	
gene-VC_RS15115	661	974	937	871	1152	988	977	1147	746	host	gene-VC_RS15115	False	
gene-VC_RS06510	362	504	484	323	386	321	278	323	201	host	acnD	False	
gene-VC_RS14975	298	442	385	335	408	346	603	712	479	host	gene-VC_RS14975	False	
gene-VC_RS17420	156	263	214	245	339	269	331	436	214	host	gene-VC_RS17420	False	
gene-VC_RS05040	922	1367	1131	1296	1519	2125	1628	2171	1720	host	gene-VC_RS05040	False	
gene-VC_RS05000	1091	1487	1358	1056	1334	996	1061	1359	848	host	rsxD	False	
gene-VPVV882_gp61	102	140	138	4954	5374	4425	6579	6691	4315	phage	gene-VPVV882_gp61	False	
gene-VC_RS13565	176	240	210	188	257	186	261	278	182	host	gene-VC_RS13565	False	
gene-VC_RS06490	69	106	99	118	145	125	139	166	113	host	gene-VC_RS06490	False	
gene-VC_RS07830	94	129	136	209	266	217	247	293	195	host	gene-VC_RS07830	False	
gene-VC_RS02125	1566	2440	2093	1653	1767	1454	1588	2762	1468	host	gene-VC_RS02125	False	
gene-VC_RS00325	674	999	800	478	837	478	190	750	155	host	gene-VC_RS00325	False	
gene-VC_RS04175	71	83	76	82	101	86	96	108	88	host	tcpJ	False	
gene-VC_RS04385	776	1239	912	490	1012	625	353	411	251	host	gene-VC_RS04385	False	
gene-VC_RS03295	237	344	264	378	525	386	427	566	316	host	vcrM	False	
gene-VC_RS15245	857	981	908	708	1009	879	936	1159	771	host	gene-VC_RS15245	False	
gene-VC_RS10355	483	689	556	397	590	442	1082	400	276	host	gene-VC_RS10355	False	
gene-VC_RS02050	1239	2083	1961	1232	1816	1294	650	806	553	host	gene-VC_RS02050	False	
gene-VC_RS15775	426	529	464	470	752	561	1079	1263	821	host	gene-VC_RS15775	False	
gene-VC_RS03400	965	822	737	601	775	578	558	666	694	host	gene-VC_RS03400	False	
gene-VC_RS15025	575	732	628	756	963	843	838	864	599	host	gene-VC_RS15025	False	
gene-VC_RS16975	233	336	293	297	335	283	447	480	337	host	gene-VC_RS16975	False	
gene-VC_RS08400	456	717	584	523	655	540	727	864	580	host	gene-VC_RS08400	False	
gene-VC_RS01285	560	863	790	603	913	662	620	623	377	host	gene-VC_RS01285	False	
gene-VC_RS08980	499	740	652	307	489	361	355	433	322	host	gene-VC_RS08980	False	
gene-VC_RS00320	149	205	178	100	132	84	43	45	26	host	thiS	False	
gene-VC_RS13310	287	314	310	149	338	176	80	67	58	host	gene-VC_RS13310	False	
gene-VC_RS16235	485	688	619	381	596	474	475	623	343	host	gene-VC_RS16235	False	
gene-VC_RS05780	1398	2090	1873	1495	1993	1494	1731	2106	1295	host	cydC	False	
gene-VC_RS08985	886	1290	1208	646	941	678	889	958	708	host	gene-VC_RS08985	False	
gene-VC_RS09010	372	596	575	479	614	497	512	628	353	host	gene-VC_RS09010	False	
gene-VC_RS03700	167	242	164	133	173	187	175	143	133	host	aceA	False	
gene-VC_RS08130	1257	2276	1921	1434	1856	1562	2042	2426	1525	host	gene-VC_RS08130	False	
gene-VC_RS04255	441	694	549	673	828	624	725	994	555	host	nadK	False	
gene-VC_RS04420	1146	1564	1441	1844	2298	1712	1692	2022	1289	host	pomA	False	
gene-VC_RS06810	484	714	537	769	893	767	1123	1473	892	host	gene-VC_RS06810	False	
gene-VC_RS14390	264	387	343	341	445	349	485	521	375	host	gene-VC_RS14390	False	
gene-VC_RS06850	219	302	262	307	405	319	464	477	302	host	tssI	False	
gene-VC_RS01465	1383	2211	2000	1882	2355	1935	1965	2389	1650	host	gppA	False	
gene-VC_RS08385	200	275	286	248	358	276	284	295	209	host	gene-VC_RS08385	False	
gene-VC_RS11965	492	690	582	825	1028	732	871	1084	699	host	gene-VC_RS11965	False	
gene-VC_RS11220	111	204	140	129	208	141	237	252	152	host	gene-VC_RS11220	False	
gene-VC_RS15655	480	564	565	812	933	783	1506	1593	1097	host	gene-VC_RS15655	False	
gene-VC_RS09315	170	273	270	241	345	266	237	316	187	host	gene-VC_RS09315	False	
gene-VC_RS16355	205	311	245	233	218	196	240	203	151	host	sseA	False	
gene-VC_RS08160	206	315	228	225	372	288	244	254	153	host	gene-VC_RS08160	False	
gene-VC_RS15450	111	159	207	115	144	120	181	230	144	host	gene-VC_RS15450	False	
gene-VC_RS07300	297	423	162	161	226	144	145	196	123	host	gene-VC_RS07300	False	
gene-VC_RS16335	465	645	573	865	1051	849	818	920	581	host	folE	False	
gene-VC_RS05035	510	695	622	410	618	1426	1159	1164	949	host	luxU	False	
gene-VC_RS04295	102	126	132	159	183	134	240	419	379	host	gene-VC_RS04295	False	
gene-VC_RS08455	877	1246	1218	1295	1483	1310	1048	1095	766	host	gene-VC_RS08455	False	
gene-VC_RS13925	314	454	347	264	339	264	138	182	121	host	tssH	False	
gene-VC_RS07865	565	843	668	585	877	660	586	692	459	host	nspC	False	
gene-VC_RS09905	682	1011	954	772	1066	778	924	1129	760	host	ccmB	False	
gene-VPVV882_gp42	185	171	260	6933	6687	7421	16948	15051	11895	phage	gene-VPVV882_gp42	False	
gene-VC_RS06185	455	728	573	603	715	544	885	1041	729	host	gene-VC_RS06185	False	
gene-VC_RS13870	96	157	171	147	241	171	199	199	113	host	gene-VC_RS13870	False	
gene-VC_RS16600	99	150	111	104	138	120	135	157	110	host	napF	False	
gene-VC_RS06740	99	114	112	122	136	140	164	180	125	host	gene-VC_RS06740	False	
gene-VC_RS05465	387	695	551	386	492	347	248	308	202	host	bioC	False	
gene-VC_RS10775	705	1042	734	636	909	633	537	618	391	host	lpcA	False	
gene-VC_RS08445	410	510	531	607	730	547	804	837	612	host	gene-VC_RS08445	False	
gene-VC_RS12705	171	211	227	236	301	233	228	264	180	host	pilM	False	
gene-VC_RS15330	405	620	521	503	766	586	670	777	571	host	gene-VC_RS15330	False	
gene-VC_RS06155	195	258	229	247	364	313	525	551	337	host	gene-VC_RS06155	False	
gene-VC_RS16085	636	905	953	713	916	746	1100	1254	832	host	gene-VC_RS16085	False	
gene-VC_RS18200	199	278	242	272	360	292	300	350	199	host	gene-VC_RS18200	False	
gene-VC_RS09515	1806	2718	2152	1445	1759	1518	962	1191	781	host	gene-VC_RS09515	False	
gene-VC_RS01050	296	544	464	419	633	445	297	386	205	host	gene-VC_RS01050	False	
gene-VC_RS11120	648	809	724	759	861	763	633	641	530	host	gene-VC_RS11120	False	
gene-VC_RS16205	180	257	223	230	312	234	276	372	207	host	gene-VC_RS16205	False	
gene-VC_RS17700	643	960	891	741	1026	773	712	794	447	host	gene-VC_RS17700	False	
gene-VC_RS18020	453	705	620	506	779	581	325	407	255	host	gene-VC_RS18020	False	
gene-VC_RS02355	1092	1604	1275	1357	1893	1427	1141	1247	868	host	gene-VC_RS02355	False	
gene-VC_RS07790	325	472	438	319	415	326	287	350	239	host	gene-VC_RS07790	False	
gene-VC_RS09505	1447	2077	1896	1208	1440	1222	1223	1311	854	host	menD	False	
gene-VC_RS01440	1246	2044	1582	676	1069	738	300	445	215	host	acs	False	
gene-VC_RS04545	687	934	796	757	989	781	792	946	617	host	vexH	False	
gene-VC_RS08150	581	987	730	531	618	438	284	312	204	host	gene-VC_RS08150	False	
gene-VC_RS08005	416	485	448	537	630	507	1167	1272	889	host	mgtE	False	
gene-VC_RS08775	170	244	230	244	328	227	296	370	290	host	gene-VC_RS08775	False	
gene-VC_RS10665	694	987	943	1650	2251	1769	1240	1594	883	host	flgP	False	
gene-VC_RS17575	74	78	80	77	121	74	131	116	91	host	gene-VC_RS17575	False	
gene-VC_RS06340	531	696	583	473	526	467	508	610	368	host	gene-VC_RS06340	False	
gene-VC_RS12125	806	1171	990	851	1121	892	531	664	401	host	gene-VC_RS12125	False	
gene-VC_RS08095	613	878	807	584	732	577	630	687	459	host	vexK	False	
gene-VC_RS00775	2007	3112	2515	1976	2476	1781	1661	1754	1208	host	vexB	False	
gene-VC_RS17910	972	1355	1372	877	1154	966	875	970	664	host	gene-VC_RS17910	False	
gene-VC_RS16460	79	80	70	112	137	116	156	159	67	host	gene-VC_RS16460	False	
gene-VC_RS02745	1840	2808	2443	1065	1674	1110	292	386	182	host	gene-VC_RS02745	False	
gene-VC_RS06390	171	261	246	273	375	288	489	583	377	host	gene-VC_RS06390	False	
gene-VC_RS12010	205	236	236	240	312	234	268	286	197	host	gene-VC_RS12010	False	
gene-VC_RS15060	535	551	504	704	833	717	562	779	431	host	gene-VC_RS15060	False	
gene-VC_RS17675	276	585	431	739	873	683	491	641	389	host	gene-VC_RS17675	False	
gene-VPVV882_gp44	349	394	364	3113	2901	2853	10160	9739	6881	phage	gene-VPVV882_gp44	False	
gene-VC_RS11245	395	490	472	659	889	695	1646	882	477	host	gene-VC_RS11245	False	
gene-VC_RS05185	345	668	473	349	750	433	218	270	133	host	gene-VC_RS05185	False	
gene-VC_RS18475	291	461	375	246	343	247	147	186	100	host	cheD	False	
gene-VC_RS10195	793	1074	950	1130	1211	990	1273	1647	2141	host	flhB	False	
gene-VC_RS07735	1633	2498	2119	1596	2189	1623	1504	1818	1182	host	gene-VC_RS07735	False	
gene-VC_RS09800	501	747	711	699	948	751	1035	1286	782	host	nhaC	False	
gene-VPVV882_gp63	1122	1554	1403	15323	16963	15334	31313	33443	21708	phage	gene-VPVV882_gp63	False	
gene-VC_RS14200	748	1070	878	1120	1278	1047	1577	1914	1298	host	gene-VC_RS14200	False	
gene-VC_RS03150	966	1281	1206	1188	1455	1210	1255	1371	972	host	rsmC	False	
gene-VC_RS05730	686	985	779	551	832	571	336	443	304	host	trpA	False	
gene-VC_RS02285	408	545	513	507	689	540	655	676	446	host	gene-VC_RS02285	False	
gene-VC_RS03390	1165	1695	1324	1058	1577	1143	1071	1317	744	host	rppH	False	
gene-VC_RS06245	239	361	301	263	365	308	359	382	272	host	cod	False	
gene-VC_RS08520	1259	1925	1623	931	1437	1137	1148	1349	932	host	gene-VC_RS08520	False	
gene-VC_RS13150	224	368	276	248	329	258	276	352	221	host	gspG	False	
gene-VC_RS15835	673	807	824	1681	1494	1511	1695	1867	1338	host	gene-VC_RS15835	False	
gene-VC_RS11800	536	677	617	604	735	502	342	445	253	host	mazG	False	
gene-VC_RS18480	595	815	648	321	454	338	184	229	178	host	gene-VC_RS18480	False	
gene-VC_RS13480	1577	2095	1710	1256	1559	1199	691	897	536	host	malQ	False	
gene-VC_RS04060	282	349	317	413	514	375	1402	791	2131	host	gene-VC_RS04060	False	
gene-VC_RS12235	1052	1366	1358	1606	1968	1841	1293	856	623	host	yjgA	False	
gene-VC_RS04440	533	745	662	538	727	626	704	758	520	host	gene-VC_RS04440	False	
gene-VC_RS15720	312	451	420	504	578	489	1076	1207	758	host	gene-VC_RS15720	False	
gene-VC_RS13650	155	316	242	306	313	248	213	248	153	host	gene-VC_RS13650_gene_deoD	False	
gene-VC_RS04390	1720	2927	2130	1550	2446	1429	837	1108	678	host	gene-VC_RS04390	False	
gene-VC_RS16535	1434	2248	1866	1420	2004	1406	1151	1421	863	host	gene-VC_RS16535	False	
gene-VC_RS05725	453	561	559	980	1052	966	2251	2721	1787	host	gene-VC_RS05725	False	
gene-VC_RS16265	324	471	443	439	574	423	588	613	413	host	gene-VC_RS16265	False	
gene-VC_RS06430	490	642	634	577	797	638	585	688	497	host	carS	False	
gene-VC_RS01965	846	878	850	897	1357	702	608	531	380	host	gene-VC_RS01965	False	
gene-VC_RS02685	539	854	723	620	858	618	765	1023	603	host	ispD	False	
gene-VC_RS04340	111	144	122	136	170	149	168	196	137	host	gene-VC_RS04340	False	
gene-VC_RS16375	112	159	179	251	314	250	300	336	210	host	gene-VC_RS16375	False	
gene-VC_RS06695	284	461	436	463	471	416	473	566	388	host	gene-VC_RS06695	False	
gene-VC_RS08955	924	1519	1403	1198	1588	1299	1544	1886	1146	host	gene-VC_RS08955	False	
gene-VC_RS00175	372	528	466	669	789	606	606	728	463	host	gene-VC_RS00175	False	
gene-VC_RS06000	435	684	637	648	792	697	1122	1305	940	host	relV	False	
gene-VC_RS10125	207	284	260	276	371	266	390	421	311	host	gene-VC_RS10125	False	
gene-VC_RS02815	809	1157	1160	1232	1028	787	248	723	240	host	gene-VC_RS02815	False	
gene-VC_RS04795	546	817	804	957	1028	951	956	1123	788	host	cysZ	False	
gene-VC_RS05835	133	202	210	200	256	250	305	358	235	host	gene-VC_RS05835	False	
gene-VC_RS08035	133	208	163	218	312	218	223	268	159	host	gene-VC_RS08035	False	
gene-VC_RS02865	800	1267	1076	1061	1387	1107	1160	1272	820	host	gene-VC_RS02865	False	
gene-VC_RS14750	293	463	345	336	382	367	641	859	509	host	gene-VC_RS14750	False	
gene-VC_RS04840	170	228	155	128	208	152	210	207	128	host	gene-VC_RS04840	False	
gene-VC_RS08910	262	390	360	365	535	378	440	640	380	host	ruvC	False	
gene-VC_RS06495	104	142	165	99	98	103	85	107	71	host	gene-VC_RS06495	False	
gene-VC_RS12795	396	563	394	281	367	327	240	280	189	host	frdA	False	
gene-VC_RS08815	78	110	86	102	147	139	513	492	337	host	gene-VC_RS08815	False	
gene-VC_RS10715	195	341	247	186	261	269	98	137	89	host	gene-VC_RS10715	False	
gene-VC_RS01430	798	1071	871	1304	1892	1266	643	854	454	host	accB	False	
gene-VC_RS16325	457	671	638	1190	1431	1158	2758	2911	1929	host	gene-VC_RS16325	False	
gene-VC_RS11020	1035	1746	1332	1264	1908	1389	1348	1635	994	host	rimK	False	
gene-VC_RS18180	593	946	781	776	1107	829	869	955	638	host	gene-VC_RS18180	False	
gene-VC_RS03125	111	131	94	103	125	109	143	165	120	host	gene-VC_RS03125	False	
gene-VC_RS07690	96	114	120	139	180	143	235	256	179	host	gene-VC_RS07690	False	
gene-VC_RS14380	96	135	104	170	202	149	296	351	230	host	gene-VC_RS14380	False	
gene-VC_RS17595	911	1222	1103	928	1107	893	640	704	502	host	gene-VC_RS17595	False	
gene-VC_RS02370	765	858	745	612	912	599	526	596	398	host	gene-VC_RS02370	False	
gene-VC_RS17965	651	790	714	348	501	456	290	372	255	host	gene-VC_RS17965	False	
gene-VC_RS07540	375	630	498	464	568	452	537	574	439	host	gene-VC_RS07540	False	
gene-VC_RS13070	228	329	291	248	379	253	191	226	155	host	greB	False	
gene-VC_RS14120	67	55	75	85	94	84	109	130	96	host	gene-VC_RS14120	False	
gene-VC_RS17190	1523	2349	1972	1979	2483	2110	2695	3070	2030	host	rnb	False	
gene-VC_RS05340	665	927	796	651	792	615	408	595	348	host	gene-VC_RS05340	False	
gene-VC_RS05045	582	775	721	730	864	697	1007	1154	746	host	moaA	False	
gene-VC_RS16110	1112	1734	1479	1380	1658	1294	1558	1842	1205	host	vxrA	False	
