Geneid	0_R1	0_R2	0_R3	30_R1	30_R2	30_R3	60_R1	60_R2	60_R3	Entity	Symbol	is_outlier	outlier_info
gene-VC_RS00420	2064	2015	2567	1522	1959	1637	2116	1361	1417	host	ubiB	False	
gene-VC_RS18405	170	211	240	185	314	217	322	561	493	host	gene-VC_RS18405	False	
gene-VC_RS09380	69	100	92	77	66	48	115	109	109	host	gene-VC_RS09380	False	
gene-VC_RS14390	362	366	460	303	384	280	412	519	510	host	gene-VC_RS14390	False	
gene-VC_RS17775	387	415	458	304	357	302	326	377	390	host	gene-VC_RS17775	False	
gene-VC_RS02350	243	277	305	225	305	204	183	216	251	host	yggU	False	
gene-VC_RS09815	692	755	966	748	858	619	523	728	697	host	gene-VC_RS09815	False	
gene-VC_RS16600	120	157	150	90	99	86	120	134	143	host	napF	False	
gene-VC_RS01120	904	994	1186	534	604	568	302	383	383	host	gene-VC_RS01120	False	
gene-VC_RS05015	973	996	1238	984	917	873	1432	1385	1379	host	rsxA	False	
gene-VC_RS10835	438	449	569	415	536	479	542	731	743	host	tilS	False	
gene-VC_RS14600	175	217	255	142	191	218	221	284	283	host	emrD3	False	
gene-VC_RS01050	374	335	459	330	418	365	227	379	318	host	gene-VC_RS01050	False	
gene-VC_RS04200	48	38	62	63	51	45	70	83	104	host	acfA	False	
gene-VC_RS16510	120	152	177	99	137	97	115	182	187	host	gene-VC_RS16510	False	
gene-VC_RS00685	659	630	823	478	607	516	402	519	498	host	ftsX	False	
gene-VC_RS04355	73	64	81	64	44	41	59	49	41	host	gene-VC_RS04355	False	
gene-VC_RS09360	911	778	1552	769	1267	1526	265	525	441	host	gene-VC_RS09360	False	
gene-VC_RS11025	1668	1461	1785	1552	1616	1263	1523	2004	1991	host	gene-VC_RS11025	False	
gene-VC_RS11670	205	229	267	191	228	186	149	204	174	host	gene-VC_RS11670	False	
gene-VC_RS15885	209	357	391	232	319	283	340	335	353	host	fruA	False	
gene-VC_RS16935	181	196	208	172	205	162	207	239	313	host	glpC	False	
gene-VC_RS17105	322	454	483	363	550	377	904	970	1076	host	gene-VC_RS17105	False	
gene-VC_RS18325	509	579	598	505	643	537	494	573	609	host	gene-VC_RS18325	False	
gene-VC_RS11185	1282	1380	1661	945	1042	1020	1202	1619	1595	host	recD	False	
gene-VC_RS08995	2002	2527	2377	1473	1438	1566	2264	1423	1841	host	gene-VC_RS08995	False	
gene-VC_RS02860	2569	2689	3055	1837	1820	1522	1345	1604	1937	host	gene-VC_RS02860	False	
gene-VC_RS08205	1003	1151	1449	1137	1328	1067	1691	1732	1918	host	focA	False	
gene-VC_RS15625	225	163	255	186	229	211	264	391	414	host	gene-VC_RS15625	False	
gene-VC_RS06565	966	1178	1410	888	965	847	999	1303	1244	host	gene-VC_RS06565	False	
gene-VC_RS07335	524	564	377	320	370	272	254	259	273	host	gene-VC_RS07335	False	
gene-VC_RS07400	277	318	356	292	419	312	322	386	432	host	gene-VC_RS07400	False	
gene-VC_RS08290	99	106	120	62	76	61	69	61	74	host	gene-VC_RS08290	False	
gene-VC_RS14150	1886	2188	2352	2874	2791	2384	2726	2961	2727	host	gene-VC_RS14150	False	
gene-VC_RS14450	109	130	201	372	385	291	135	159	169	host	gene-VC_RS14450	False	
gene-VC_RS15340	96	81	121	93	122	95	175	235	217	host	gene-VC_RS15340	False	
gene-VC_RS04290	110	134	183	94	121	103	148	215	209	host	gene-VC_RS04290	False	
gene-VC_RS15710	381	338	435	356	500	351	647	1035	1000	host	gene-VC_RS15710	False	
gene-VC_RS17150	1204	1316	1692	1143	1098	1019	1695	1314	1680	host	gene-VC_RS17150	False	
gene-VC_RS06390	263	272	319	241	296	265	436	485	494	host	gene-VC_RS06390	False	
gene-VC_RS05065	322	321	362	245	265	225	253	414	342	host	moaE	False	
gene-VC_RS06890	983	988	1262	1096	1363	1008	1058	1276	1366	host	gene-VC_RS06890	False	
gene-VC_RS12575	490	685	664	437	490	452	586	706	648	host	kefG	False	
gene-VC_RS14380	130	127	135	138	170	140	286	349	362	host	gene-VC_RS14380	False	
gene-VC_RS10825	125	117	138	93	146	98	133	157	151	host	gene-VC_RS10825	False	
gene-VC_RS03405	905	945	1060	892	1016	783	930	1050	1090	host	lgt	False	
gene-VC_RS07385	1222	1241	1355	604	750	693	619	632	673	host	gene-VC_RS07385	False	
gene-VC_RS16050	906	970	1196	797	819	806	927	1098	1100	host	gene-VC_RS16050	False	
gene-VC_RS09795	2679	2845	3344	1855	2270	1855	1567	1871	1896	host	asd	False	
gene-VC_RS04110	358	369	418	342	407	285	471	461	422	host	tcpP	False	
gene-VC_RS08505	1019	949	1320	726	878	801	629	873	800	host	gene-VC_RS08505	False	
gene-VC_RS17910	1458	1446	2089	1110	1055	784	741	917	954	host	gene-VC_RS17910	False	
gene-VC_RS03465	1037	1261	1473	894	1066	793	1370	1736	1561	host	gene-VC_RS03465	False	
gene-VC_RS04620	569	602	754	511	605	500	1333	1201	1265	host	gene-VC_RS04620	False	
gene-VC_RS12895	1093	1213	1326	994	1160	821	2305	1053	1105	host	cytR	False	
gene-VC_RS00325	776	894	996	563	612	497	155	175	208	host	gene-VC_RS00325	False	
gene-VC_RS06775	374	385	511	263	296	245	141	181	203	host	gene-VC_RS06775	False	
gene-VC_RS13730	106	138	217	120	140	123	183	201	221	host	pstB	False	
gene-VC_RS09395	161	213	231	166	212	145	233	268	264	host	gene-VC_RS09395	False	
gene-VC_RS11590	857	788	947	643	756	661	666	894	878	host	murE	False	
gene-VC_RS05440	1305	1420	2667	1036	1242	1120	970	1175	1204	host	gene-VC_RS05440	False	
gene-VC_RS16735	295	337	401	263	423	337	519	642	613	host	gene-VC_RS16735	False	
gene-VC_RS16845	1727	1825	2292	1253	1410	1170	926	1212	1154	host	gene-VC_RS16845	False	
gene-VC_RS08810	166	165	181	118	173	127	239	249	280	host	gene-VC_RS08810	False	
gene-VC_RS14035	129	153	137	120	175	121	167	243	242	host	gene-VC_RS14035	False	
gene-VC_RS16265	468	473	542	402	444	331	527	535	562	host	gene-VC_RS16265	False	
gene-VC_RS02700	1517	2027	2307	1017	1635	1359	875	1017	1161	host	surE	False	
gene-VC_RS05010	449	574	746	393	558	532	473	670	656	host	rsxB	False	
gene-VC_RS01350	292	321	335	241	357	248	372	298	257	host	zntR	False	
gene-VC_RS07795	427	459	634	336	439	347	324	416	456	host	gene-VC_RS07795	False	
gene-VC_RS01895	1005	1077	1292	764	913	786	383	586	613	host	zur	False	
gene-VC_RS13125	846	938	1041	618	701	541	419	555	609	host	gspL	False	
gene-VC_RS02795	849	822	1515	958	911	869	184	467	422	host	gene-VC_RS02795	False	
gene-VC_RS01800	495	578	765	491	707	601	840	1165	1131	host	tusC	False	
gene-VC_RS04755	675	793	598	561	512	366	520	501	489	host	ybeY	False	
gene-VC_RS05540	1645	1399	1959	1593	1896	1469	1173	1724	1569	host	gene-VC_RS05540	False	
gene-VC_RS06545	156	187	174	136	166	146	146	188	212	host	gene-VC_RS06545	False	
gene-VC_RS07220	93	66	125	67	74	65	49	58	49	host	gene-VC_RS07220	False	
gene-VC_RS06720	460	505	552	586	760	711	943	1063	1048	host	gene-VC_RS06720	False	
gene-VC_RS12535	1645	1877	2306	1497	1989	1711	1269	2549	1763	host	rnr	False	
gene-VC_RS06665	545	605	743	544	544	423	551	720	637	host	gene-VC_RS06665	False	
gene-VC_RS00640	262	273	297	204	253	250	254	265	307	host	gene-VC_RS00640	False	
gene-VC_RS00720	202	229	230	207	230	214	1910	421	484	host	gene-VC_RS00720	False	
gene-VC_RS09475	134	66	135	104	161	122	124	177	187	host	gene-VC_RS09475	False	
gene-VC_RS15640	218	200	258	207	263	223	287	333	483	host	gene-VC_RS15640	False	
gene-VC_RS02800	1582	1306	1707	946	1880	1426	685	1117	630	host	gene-VC_RS02800	False	
gene-VC_RS04170	86	122	148	133	129	127	146	135	140	host	toxT	False	
gene-VC_RS12210	705	685	929	533	730	525	436	675	650	host	ptsN	False	
gene-VC_RS00165	1936	2023	2607	1611	1702	1482	1333	1475	1554	host	ccoG	False	
gene-VC_RS08820	493	525	592	497	661	533	1150	1632	1485	host	manA	False	
gene-VC_RS06430	605	650	887	566	685	541	515	664	661	host	carS	False	
gene-VPVV882_gp11	982	917	1178	4493	6616	6004	15154	20428	20308	phage	gene-VPVV882_gp11	False	
gene-VC_RS07455	250	248	342	234	275	249	322	436	426	host	gene-VC_RS07455	False	
gene-VC_RS10410	318	438	535	274	330	264	232	278	334	host	wrbA	False	
gene-VC_RS07255	668	833	955	750	849	828	1214	1245	1412	host	gene-VC_RS07255	False	
gene-VC_RS12645	111	129	148	102	106	99	87	92	119	host	gene-VC_RS12645	False	
gene-VC_RS12855	153	121	144	147	111	139	68	108	107	host	gene-VC_RS12855	False	
gene-VC_RS13690	217	227	295	277	401	293	530	620	658	host	gene-VC_RS13690	False	
gene-VC_RS06700	407	416	406	357	450	335	348	433	453	host	gene-VC_RS06700	False	
gene-VC_RS16315	104	90	113	87	119	90	103	133	145	host	elbB	False	
gene-VC_RS04895	2968	3305	3939	1669	1801	1630	930	1197	1267	host	asnB	False	
gene-VC_RS06560	619	518	667	431	568	559	542	618	712	host	gene-VC_RS06560	False	
gene-VC_RS09320	648	703	916	506	710	542	453	642	706	host	gene-VC_RS09320	False	
gene-VC_RS17005	954	1141	1193	562	613	516	530	621	592	host	viaA	False	
gene-VC_RS19120	481	533	723	435	565	450	637	692	810	host	gene-VC_RS19120	False	
gene-VC_RS06515	285	318	339	136	160	164	72	105	85	host	prpF	False	
gene-VC_RS14670	787	926	1060	535	718	674	447	625	641	host	gene-VC_RS14670	False	
gene-VC_RS13975	80	126	125	101	130	140	137	166	172	host	rbsA	False	
gene-VC_RS11400	484	492	620	331	443	355	314	389	418	host	gene-VC_RS11400	False	
gene-VC_RS17160	382	543	610	422	634	523	773	914	869	host	gene-VC_RS17160	False	
gene-VC_RS13025	374	389	507	324	345	288	389	541	437	host	gene-VC_RS13025	False	
gene-VC_RS17130	587	603	718	637	734	771	1013	1339	1484	host	gene-VC_RS17130	False	
gene-VC_RS16775	573	594	754	518	597	427	433	549	520	host	gene-VC_RS16775	False	
gene-VC_RS17965	659	656	971	458	503	465	279	318	337	host	gene-VC_RS17965	False	
gene-VC_RS00775	2731	3032	3727	1937	2387	1869	1469	1835	1835	host	vexB	False	
gene-VC_RS17070	472	487	632	399	705	522	490	688	724	host	gene-VC_RS17070	False	
gene-VC_RS16720	224	282	320	206	293	259	424	463	542	host	gene-VC_RS16720	False	
gene-VC_RS12320	937	1065	1152	786	1076	994	933	1008	1095	host	gene-VC_RS12320	False	
gene-VC_RS10500	1125	903	1350	921	1565	1370	468	1098	1060	host	gene-VC_RS10500	False	
gene-VC_RS14295	1749	1681	2243	1388	1484	1251	991	1151	1241	host	gene-VC_RS14295	False	
gene-VC_RS03525	1655	2377	2536	1529	1710	1339	1449	1442	1516	host	sltY	False	
gene-VC_RS07160	417	424	508	502	433	379	609	561	614	host	gene-VC_RS07160	False	
gene-VC_RS17090	335	257	361	347	427	338	271	355	401	host	gene-VC_RS17090	False	
gene-VC_RS18500	1843	2261	2447	1312	1475	1454	641	631	696	host	gene-VC_RS18500	False	
gene-VC_RS15495	1023	1344	1694	819	933	755	1199	1108	1292	host	gene-VC_RS15495	False	
gene-VC_RS15525	317	318	363	287	326	284	331	420	475	host	gene-VC_RS15525	False	
gene-VC_RS00780	1059	1025	1292	1005	1115	870	866	1055	1037	host	vexA	False	
gene-VC_RS06520	348	550	588	201	263	257	145	237	205	host	gene-VC_RS06520	False	
gene-VC_RS02225	523	526	586	418	1042	413	444	643	647	host	gene-VC_RS02225	False	
gene-VC_RS11940	725	673	859	830	1003	633	1178	1962	1794	host	gene-VC_RS11940	False	
gene-VC_RS16690	409	407	448	385	552	502	585	666	618	host	gene-VC_RS16690_gene_secD	False	
gene-VC_RS10995	718	730	841	616	831	753	730	922	2720	host	frsA	False	
gene-VC_RS03790	498	414	546	383	1990	383	250	272	325	host	ndk	False	
gene-VC_RS13160	1277	1188	1489	966	1179	1039	822	964	997	host	gspE	False	
gene-VC_RS01035	1104	1220	1399	793	819	777	716	835	896	host	lpxN	False	
gene-VC_RS18370	403	469	521	296	370	320	291	381	354	host	gene-VC_RS18370	False	
gene-VC_RS14435	655	707	608	584	574	440	417	479	533	host	vctC	False	
gene-VC_RS04840	211	193	248	155	155	153	139	210	209	host	gene-VC_RS04840	False	
gene-VC_RS12035	372	412	476	303	470	421	506	583	496	host	gene-VC_RS12035	False	
gene-VC_RS17385	483	448	621	344	465	424	346	439	481	host	gene-VC_RS17385	False	
gene-VC_RS10720	440	469	516	278	387	296	366	404	470	host	gene-VC_RS10720	False	
gene-VC_RS03140	360	398	562	291	402	365	389	458	485	host	gene-VC_RS03140	False	
gene-VC_RS16405	206	196	277	182	214	161	160	174	221	host	gene-VC_RS16405	False	
gene-VC_RS05205	569	534	744	486	667	689	501	626	683	host	gene-VC_RS05205	False	
gene-VC_RS10165	765	763	720	685	956	842	583	761	758	host	gene-VC_RS10165	False	
gene-VC_RS01355	488	579	718	450	499	379	758	806	743	host	cadC	False	
gene-VC_RS05120	164	147	208	170	245	176	157	176	175	host	gene-VC_RS05120	False	
gene-VC_RS04410	1322	1216	1388	1406	1586	1295	1325	1830	1948	host	ispA	False	
gene-VC_RS12810	68	76	97	47	55	48	26	49	32	host	frdD	False	
gene-VC_RS18190	1687	1833	2025	1471	1279	1147	1044	897	985	host	lamB	False	
gene-VC_RS06075	691	701	812	548	530	426	524	589	572	host	btuC	False	
gene-VC_RS08455	1162	1202	1644	1148	1429	1050	910	1168	1306	host	gene-VC_RS08455	False	
gene-VC_RS09760	406	322	485	415	446	389	416	497	536	host	gene-VC_RS09760	False	
gene-VC_RS15585	355	384	411	414	509	373	1014	1224	1353	host	gene-VC_RS15585	False	
gene-VC_RS13725	47	39	46	60	84	38	94	94	88	host	pstA	False	
gene-VC_RS01400	90	95	109	75	117	80	114	125	132	host	edd	False	
gene-VC_RS01385	249	260	302	172	225	157	112	158	170	host	gene-VC_RS01385	False	
gene-VC_RS05665	360	447	476	286	289	253	244	214	249	host	gene-VC_RS05665	False	
gene-VC_RS06585	541	736	670	722	1293	853	1092	1031	1329	host	yccX	False	
gene-VC_RS04530	333	324	417	214	422	362	162	338	237	host	gene-VC_RS04530	False	
gene-VC_RS11785	438	462	511	375	474	385	411	441	465	host	gene-VC_RS11785	False	
gene-VC_RS18450	1081	1465	1251	837	916	774	475	565	541	host	gene-VC_RS18450	False	
gene-VC_RS06485	70	73	88	96	130	72	94	106	103	host	gene-VC_RS06485	False	
gene-VC_RS05360	1533	1313	1384	755	761	685	655	733	766	host	oppB	False	
gene-VC_RS06095	618	648	771	394	499	433	185	247	249	host	gene-VC_RS06095	False	
gene-VC_RS12125	1212	1143	1413	874	1096	686	481	663	578	host	gene-VC_RS12125	False	
gene-VC_RS09500	776	695	848	357	322	379	213	239	218	host	menH	False	
gene-VC_RS02970	1170	1172	1477	1022	1180	914	1076	1164	1340	host	rsmI	False	
gene-VC_RS00290	597	684	831	533	925	868	516	1029	754	host	gene-VC_RS00290	False	
gene-VC_RS11690	335	361	432	237	252	284	150	186	186	host	coaE	False	
gene-VC_RS12885	805	788	871	823	840	495	295	357	354	host	hslV	False	
gene-VC_RS01870	1130	1081	1369	1018	1302	1260	983	1173	1205	host	alr	False	
gene-VC_RS13325	165	147	232	195	218	202	149	220	206	host	hemG	False	
gene-VC_RS10195	960	1192	1395	837	1117	881	2541	2901	1485	host	flhB	False	
gene-VC_RS00960	1253	1084	1388	975	1163	920	1050	1152	1208	host	recQ	False	
gene-VC_RS15455	509	576	814	459	592	602	574	520	700	host	gene-VC_RS15455	False	
gene-VC_RS10375	779	777	983	842	744	598	745	872	889	host	gene-VC_RS10375	False	
gene-VC_RS05150	879	1092	1265	671	707	694	800	720	743	host	fadJ	False	
gene-VC_RS10095	1035	1098	1510	1213	1310	1082	1254	1208	1281	host	seqA	False	
gene-VC_RS12715	444	406	613	454	481	445	313	442	427	host	oxyR	False	
gene-VC_RS12465	1904	3120	2531	2055	2371	2275	1839	1669	1735	host	rplX	False	
gene-VC_RS19040	259	531	445	288	270	220	702	331	509	host	gene-VC_RS19040	False	
gene-VC_RS13865	866	955	1083	915	1016	821	1271	1473	1625	host	gene-VC_RS13865	False	
gene-VC_RS09790	265	248	352	295	298	293	436	398	483	host	gene-VC_RS09790	False	
gene-VC_RS13900	165	160	153	99	118	93	62	82	60	host	tssG	False	
gene-VC_RS08020	240	211	286	213	268	224	223	261	282	host	gene-VC_RS08020	False	
gene-VC_RS00730	1637	1905	2297	1354	1343	1301	953	1036	1138	host	gene-VC_RS00730	False	
gene-VC_RS07095	247	292	361	202	342	243	463	511	612	host	gene-VC_RS07095	False	
gene-VC_RS17285	175	227	212	188	207	190	167	178	223	host	gene-VC_RS17285	False	
gene-VPVV882_gp69	642	539	794	7827	9949	7630	37053	30220	30766	phage	gene-VPVV882_gp69	False	
gene-VC_RS00440	89	119	119	90	107	108	146	171	159	host	gene-VC_RS00440	False	
gene-VC_RS09410	214	250	274	229	335	292	256	413	414	host	gene-VC_RS09410	False	
gene-VC_RS15310	242	249	304	278	372	293	372	596	622	host	gene-VC_RS15310	False	
gene-VC_RS01640	578	809	795	581	900	662	708	795	852	host	gene-VC_RS01640	False	
gene-VC_RS01295	191	241	257	129	199	174	218	197	259	host	gene-VC_RS01295	False	
gene-VC_RS03325	512	534	665	490	628	522	700	806	790	host	gene-VC_RS03325	False	
gene-VC_RS14920	339	305	349	346	523	374	483	743	747	host	gene-VC_RS14920	False	
gene-VC_RS18065	704	722	738	669	652	646	664	616	745	host	gene-VC_RS18065	False	
gene-VC_RS08565	200	227	237	222	254	202	272	439	342	host	gene-VC_RS08565	False	
gene-VC_RS02585	23	35	40	29	39	69	92	373	158	host	gene-VC_RS02585	False	
gene-VC_RS06670	575	867	872	516	807	582	677	992	969	host	gene-VC_RS06670	False	
gene-VC_RS16295	58	52	64	42	48	69	77	105	106	host	gene-VC_RS16295	False	
gene-VC_RS00540	1197	1140	1274	2819	1610	1047	1087	1428	1560	host	hemN	False	
gene-VC_RS11350	1242	1081	1415	896	1111	824	295	535	495	host	gene-VC_RS11350	False	
gene-VC_RS13995	692	781	890	629	641	572	651	648	695	host	gene-VC_RS13995	False	
gene-VC_RS15235	158	226	241	279	285	290	411	433	516	host	gene-VC_RS15235	False	
gene-VC_RS18430	1513	1574	1730	1210	1477	1066	1250	1616	1622	host	gene-VC_RS18430	False	
gene-VC_RS16805	215	251	324	189	226	224	168	188	194	host	gene-VC_RS16805	False	
gene-VC_RS10085	674	596	688	603	657	448	499	598	633	host	gene-VC_RS10085	False	
gene-VC_RS06035	869	860	1032	714	930	652	616	974	918	host	sbcB	False	
gene-VC_RS13810	413	314	457	340	457	394	388	567	563	host	gene-VC_RS13810	False	
gene-VPVV882_gp37	1179	1120	1537	7393	10222	9404	40730	45308	49033	phage	gene-VPVV882_gp37	False	
gene-VC_RS07355	391	452	544	313	415	308	412	463	482	host	gene-VC_RS07355	False	
gene-VC_RS14135	104	122	172	141	178	166	192	275	257	host	gene-VC_RS14135	False	
gene-VPVV882_gp14	1075	957	1051	6297	7965	9899	26065	27183	24917	phage	gene-VPVV882_gp14	False	
gene-VC_RS03785	2355	2858	3462	1947	2559	2013	1696	1882	2069	host	pepB	False	
gene-VC_RS02830	1233	1298	1474	730	717	606	455	444	463	host	gene-VC_RS02830	False	
gene-VC_RS11665	811	912	1143	1168	1308	1177	1092	1329	1455	host	nadC	False	
gene-VC_RS02170	1375	1371	1578	1428	1619	1455	1572	2037	2132	host	gene-VC_RS02170	False	
gene-VC_RS17520	432	377	546	539	508	543	448	702	666	host	gene-VC_RS17520	False	
gene-VC_RS01110	534	593	623	474	531	427	2210	415	438	host	gene-VC_RS01110	False	
gene-VC_RS17400	102	99	112	91	99	54	112	117	108	host	gene-VC_RS17400	False	
gene-VC_RS05965	453	554	665	358	1902	1538	262	922	622	host	gene-VC_RS05965	False	
gene-VC_RS18260	380	338	399	448	482	408	393	618	575	host	gene-VC_RS18260	False	
gene-VC_RS09605	452	430	673	364	710	586	260	527	464	host	gene-VC_RS09605	False	
gene-VC_RS06735	203	267	305	172	178	220	230	241	224	host	gene-VC_RS06735	False	
gene-VC_RS13665	755	1042	1125	654	1061	706	776	1142	1008	host	phrB	False	
gene-VC_RS06295	187	197	255	134	191	131	130	230	163	host	gene-VC_RS06295	False	
gene-VC_RS07230	111	152	183	149	183	172	187	217	244	host	gene-VC_RS07230	False	
gene-VPVV882_gp23	445	363	432	1249	1541	1431	5414	5266	5396	phage	gene-VPVV882_gp23	False	
gene-VC_RS00090	2836	3259	3886	2620	2967	2251	2337	2430	2613	host	glyQ	False	
gene-VC_RS00470	442	512	557	465	566	494	435	556	561	host	gene-VC_RS00470	False	
gene-VC_RS06055	645	780	942	598	689	557	523	527	541	host	gene-VC_RS06055	False	
gene-VC_RS06115	287	283	330	317	370	400	353	572	476	host	gene-VC_RS06115	False	
gene-VC_RS10225	1676	1896	2025	1492	1697	1651	1104	1459	1372	host	fliM	False	
gene-VC_RS09030	396	526	633	233	287	290	102	129	124	host	gene-VC_RS09030	False	
gene-VC_RS09420	173	166	211	288	326	262	211	379	371	host	gene-VC_RS09420	False	
gene-VC_RS14505	13	15	15	24	30	21	44	191	102	host	gene-VC_RS14505	False	
gene-VC_RS02705	1086	1290	1446	799	977	821	852	979	1006	host	gene-VC_RS02705	False	
gene-VC_RS06825	132	138	175	100	165	126	204	266	263	host	vceA	False	
gene-VC_RS04370	287	300	310	400	499	398	555	656	705	host	gene-VC_RS04370	False	
gene-VC_RS02430	278	310	351	521	641	519	750	722	789	host	gene-VC_RS02430	False	
gene-VC_RS03760	1531	1503	1599	1325	976	900	771	730	852	host	iscA	False	
gene-VC_RS10125	288	280	342	244	280	235	381	425	470	host	gene-VC_RS10125	False	
gene-VC_RS06840	736	695	834	676	1024	794	1001	1536	1422	host	gene-VC_RS06840	False	
gene-VC_RS13990	145	133	173	135	195	116	146	236	190	host	rbsK	False	
gene-VC_RS05075	120	112	118	113	100	87	109	132	134	host	gene-VC_RS05075	False	
gene-VC_RS04880	546	574	639	552	666	440	689	843	798	host	hemH	False	
gene-VC_RS12155	1031	971	1406	1214	1565	1290	1169	1374	1414	host	mlaD	False	
gene-VC_RS07535	347	452	450	335	423	303	521	564	598	host	gene-VC_RS07535	False	
gene-VC_RS08635	534	566	708	616	808	836	1068	1390	1434	host	gene-VC_RS08635	False	
gene-VC_RS07515	152	144	212	194	280	262	295	389	436	host	gene-VC_RS07515	False	
gene-VC_RS17085	432	506	556	357	457	265	395	468	402	host	gene-VC_RS17085	False	
gene-VC_RS12585	719	854	905	596	630	542	743	648	802	host	gene-VC_RS12585	False	
gene-VC_RS14955	738	753	1069	768	851	895	623	659	767	host	gene-VC_RS14955	False	
gene-VC_RS17930	744	713	1037	711	714	729	588	687	762	host	gene-VC_RS17930	False	
gene-VC_RS17250	1126	1193	1166	881	847	551	375	318	298	host	gene-VC_RS17250	False	
gene-VC_RS04340	140	123	146	145	159	118	158	210	209	host	gene-VC_RS04340	False	
gene-VC_RS00245	334	381	465	337	680	488	334	506	460	host	gene-VC_RS00245	False	
gene-VC_RS10270	1506	2291	2351	1468	1653	1308	1105	825	984	host	fliE	False	
gene-VC_RS17260	208	171	143	130	139	85	65	94	94	host	gene-VC_RS17260	False	
gene-VPVV882_gp13	171	131	139	1006	1427	1344	3181	5620	4992	phage	gene-VPVV882_gp13	False	
gene-VC_RS04990	850	1081	1185	638	953	692	663	776	909	host	gene-VC_RS04990	False	
gene-VC_RS16140	788	921	1142	741	805	886	683	749	845	host	gene-VC_RS16140	False	
gene-VC_RS13280	230	177	278	185	271	230	60	157	95	host	gene-VC_RS13280	False	
gene-VC_RS06150	703	788	930	842	919	737	1456	1449	1639	host	gene-VC_RS06150	False	
gene-VC_RS01650	1118	1200	1425	828	1031	896	781	954	1006	host	gene-VC_RS01650	False	
gene-VC_RS13145	716	685	906	461	554	458	286	358	373	host	gspH	False	
