Geneid	0_R1	0_R2	5_R1	5_R2	10_R1	10_R2	15_R1	15_R2	Entity	Symbol	is_outlier	outlier_info
gene-PA3556	4	3	1	4	1	3	1	0	host	arnT	False	
gene-PA4885	29	12	15	13	3	5	5	0	host	irlR	False	
gene-PA3200	64	50	44	58	15	11	4	4	host	gene-PA3200	False	
gene-PA1655	128	133	28	31	6	7	3	3	host	gene-PA1655	False	
gene-PA0249	42	37	16	19	4	5	2	0	host	gene-PA0249	False	
gene-PA2135	5	1	0	1	0	0	0	1	host	gene-PA2135	False	
gene-PA0671	31	16	7	19	8	9	5	7	host	gene-PA0671	False	
gene-PA2473	2	1	3	4	0	0	0	1	host	gene-PA2473	False	
gene-PA4321	66	67	55	96	14	20	10	11	host	gene-PA4321	False	
gene-PA3414	41	27	20	11	2	1	1	2	host	gene-PA3414	False	
gene-PA4611	152	196	42	42	12	16	7	6	host	gene-PA4611	False	
gene-PA0307	51	28	18	34	7	14	5	1	host	gene-PA0307	False	
gene-PA2270	21	14	3	7	1	2	1	2	host	gene-PA2270	False	
gene-PA2063	29	23	16	26	5	13	8	5	host	gene-PA2063	False	
gene-PA1075	43	36	23	42	5	8	3	4	host	gene-PA1075	False	
gene-PA1181	128	119	145	244	42	53	26	9	host	gene-PA1181	False	
gene-PA3682	14	12	8	9	1	3	0	2	host	gene-PA3682	False	
gene-PA4856	143	184	97	161	32	36	16	15	host	retS	False	
gene-PA2337	37	31	12	26	9	12	2	0	host	mtlR	False	
gene-PA0261	32	36	23	38	2	7	2	0	host	gene-PA0261	False	
gene-PA1531	56	28	23	49	12	10	3	1	host	gene-PA1531	False	
gene-PA3698	192	156	47	82	14	18	6	12	host	gene-PA3698	False	
gene-PA3896	58	45	30	37	7	5	5	0	host	gene-PA3896	False	
gene-PA1329	2	6	3	3	2	1	1	1	host	gene-PA1329	False	
gene-PA5254	56	62	36	45	4	7	5	7	host	gene-PA5254	False	
gene-PA4621	41	36	55	67	11	4	8	4	host	gene-PA4621	False	
gene-PA2762	23	24	12	20	0	4	2	1	host	gene-PA2762	False	
gene-PA3345	88	87	47	68	14	41	16	12	host	gene-PA3345	False	
gene-PA2422	7	8	8	6	1	3	3	0	host	gene-PA2422	False	
gene-PA1886	64	54	31	45	12	8	6	3	host	polB	False	
gene-PA0173	7	5	4	7	1	0	0	1	host	gene-PA0173	False	
gene-PA2124	7	6	7	9	1	1	0	0	host	gene-PA2124	False	
gene-PA2176	6	2	1	1	0	1	0	0	host	gene-PA2176	False	
gene-PA2721	31	30	14	10	2	3	1	0	host	gene-PA2721	False	
gene-PA5250	129	161	168	250	23	28	12	11	host	gene-PA5250	False	
gene-PA3209	1	10	0	8	1	0	4	1	host	gene-PA3209	False	
gene-PA4929	71	57	31	43	7	8	14	6	host	gene-PA4929	False	
gene-PA0112	9	10	4	4	1	2	0	0	host	gene-PA0112	False	
gene-PA4341	36	9	9	8	1	1	1	2	host	gene-PA4341	False	
gene-PA0823	20	30	8	16	0	6	4	0	host	gene-PA0823	False	
gene-PA5102	9	18	5	10	2	1	1	1	host	gene-PA5102	False	
gene-PA3191	116	185	122	294	9	20	4	7	host	gene-PA3191	False	
gene-PA4916	78	59	10	19	5	7	1	1	host	gene-PA4916	False	
gene-PA1123	34	37	22	31	6	11	6	4	host	gene-PA1123	False	
gene-PA2006	128	132	175	266	20	17	5	5	host	gene-PA2006	False	
gene-PA3749	35	25	35	62	4	8	2	0	host	gene-PA3749	False	
gene-PA1446	120	112	94	116	18	16	9	5	host	fliP	False	
gene-PA2710	16	19	16	17	3	4	4	0	host	gene-PA2710	False	
gene-PA3676	126	173	93	259	26	48	14	18	host	gene-PA3676	False	
gene-PA3439	126	116	81	82	11	11	6	2	host	folX	False	
gene-PA5018	71	74	42	73	13	21	2	3	host	msrA	False	
gene-PA1226	38	22	10	19	1	2	0	1	host	gene-PA1226	False	
gene-PA1505	132	108	67	61	10	10	2	2	host	moaA2	False	
gene-PA3099	85	73	78	109	6	8	6	3	host	xcpV	False	
gene-PA1649	35	18	24	24	7	10	3	3	host	gene-PA1649	False	
gene-PA3957	57	40	13	20	3	3	1	0	host	gene-PA3957	False	
gene-PA5399	16	19	12	12	7	2	7	6	host	dgcB	False	
gene-PA5468	50	55	35	33	21	16	16	4	host	gene-PA5468	False	
gene-PA3974	191	180	100	187	17	25	6	10	host	ladS	False	
gene-PA0389	59	86	47	43	11	16	4	13	host	gene-PA0389	False	
gene-PA0700	6	3	2	5	1	0	1	1	host	gene-PA0700	False	
gene-PA1356	26	10	8	11	1	3	1	1	host	gene-PA1356	False	
gene-PA4161	44	33	9	15	2	2	1	0	host	fepG	False	
gene-PA1860	50	29	21	24	6	3	3	1	host	gene-PA1860	False	
gene-PA3343	99	108	46	91	10	17	7	6	host	gene-PA3343	False	
gene-PA2548	17	6	15	16	3	2	1	1	host	gene-PA2548	False	
gene-PA2030	10	18	5	11	0	6	3	1	host	gene-PA2030	False	
gene-PA2325	6	4	4	4	1	0	1	0	host	gene-PA2325	False	
gene-PA0841	32	29	21	23	1	1	3	1	host	gene-PA0841	False	
gene-PA1194	16	32	34	40	8	9	7	2	host	gene-PA1194	False	
gene-PA5010	120	152	147	264	38	37	26	19	host	waaG	False	
gene-PA3411	47	54	1	4	1	0	0	1	host	gene-PA3411	False	
gene-PA4687	107	111	44	47	15	11	12	6	host	hitA	False	
gene-PA5143	156	228	137	179	38	46	22	21	host	hisB	False	
gene-PA1783	6	2	2	0	0	0	2	3	host	nasA	False	
gene-PA1731	19	14	7	8	3	3	0	1	host	gene-PA1731	False	
gene-PA4656	155	153	86	150	21	28	13	10	host	gene-PA4656	False	
gene-PA1354	42	17	19	40	5	4	3	2	host	gene-PA1354	False	
gene-PA4116	70	99	33	53	7	5	6	4	host	bphO	False	
gene-PA4684	55	49	81	92	34	29	31	23	host	gene-PA4684	False	
gene-PA0742	10	7	22	31	2	1	0	0	host	gene-PA0742	False	
gene-PA0382	73	118	78	135	20	28	18	9	host	micA	False	
gene-PA0880	2	1	1	1	0	1	0	0	host	gene-PA0880	False	
gene-PA0887.1	10	17	13	19	0	1	0	0	host	gene-PA0887.1	False	
gene-PA4958	180	149	170	197	23	19	7	10	host	fimW	False	
gene-PA2443	317	298	181	325	22	16	16	8	host	sdaA	False	
gene-PA0015	67	46	33	64	11	13	3	9	host	gene-PA0015	False	
gene-PA2989	35	30	18	23	9	7	5	4	host	gene-PA2989	False	
gene-PA4597	20	27	14	17	5	6	4	4	host	oprJ	False	
gene-PA0026	116	156	38	53	9	18	11	8	host	plcB	False	
gene-PA1032	142	131	90	106	32	26	24	16	host	quiP	False	
gene-PA0092	24	48	35	46	7	9	7	1	host	gene-PA0092	False	
gene-PA4070	24	23	3	6	3	4	0	2	host	gene-PA4070	False	
gene-PA3341	67	65	20	37	8	13	3	4	host	gene-PA3341	False	
gene-PA3444	2	1	4	2	0	0	1	0	host	gene-PA3444	False	
gene-PA5139	93	179	139	223	28	30	12	10	host	gene-PA5139	False	
gene-PA1884	11	2	4	4	0	3	2	0	host	gene-PA1884	False	
gene-PA0401	189	142	157	226	49	55	18	23	host	gene-PA0401	False	
gene-PA1005	236	238	103	160	26	17	11	5	host	gene-PA1005	False	
gene-PA3338	2	10	2	3	1	1	0	0	host	gene-PA3338	False	
gene-PA4600	30	21	11	26	4	9	3	5	host	nfxB	False	
gene-PA1536	32	43	11	21	2	6	1	0	host	gene-PA1536	False	
gene-PA0948	96	61	61	92	16	17	10	3	host	gene-PA0948	False	
gene-PA0825	6	2	1	5	1	5	1	4	host	gene-PA0825	False	
gene-PA3403a	69	22	81	54	14	4	2	1	host	gene-PA3403a	False	
gene-PA4826	5	7	1	1	3	0	0	0	host	gene-PA4826	False	
gene-PA2579	85	84	53	85	30	35	28	15	host	kynA	False	
gene-PA3634	79	65	79	109	27	33	14	5	host	gene-PA3634	False	
gene-PA0079	57	34	50	52	11	9	9	6	host	gene-PA0079	False	
gene-PA1511	86	91	40	61	15	15	9	6	host	gene-PA1511	False	
gene-PA4012	130	107	63	104	20	13	10	13	host	gene-PA4012	False	
gene-PA5527	90	73	48	89	14	14	7	3	host	gene-PA5527	False	
gene-PPLUZ19_gp46.1	0	0	34	90	5	38	1295	813	phage	gp46.1	False	
gene-PA2603	26	20	30	53	14	8	4	9	host	gene-PA2603	False	
gene-PA4114	29	22	5	10	4	0	4	0	host	gene-PA4114	False	
gene-PA2520	20	40	13	29	4	10	2	3	host	czcA	False	
gene-PA2837	2	6	2	1	3	1	0	2	host	gene-PA2837	False	
gene-PA1861	57	27	24	41	7	6	5	2	host	modC	False	
gene-PA4541	157	148	79	131	33	52	20	23	host	gene-PA4541	False	
gene-PA4149	40	16	9	14	2	5	0	1	host	gene-PA4149	False	
gene-PA3045	5	5	2	5	0	0	1	1	host	gene-PA3045	False	
gene-PA0101	58	61	38	71	11	10	6	6	host	gene-PA0101	False	
gene-PA4303	35	31	17	27	12	11	7	10	host	tadZ	False	
gene-PA1990	82	19	23	35	8	6	1	1	host	pqqH	False	
gene-PPLUZ19_gp31	0	0	400	725	176	496	55632	41039	phage	gp31	False	
gene-PA3378	6	3	0	5	2	1	1	2	host	gene-PA3378	False	
gene-PA1363	171	93	6	14	2	2	2	1	host	gene-PA1363	False	
gene-PA2286	17	17	14	35	3	4	3	4	host	gene-PA2286	False	
gene-PA0230	44	25	19	16	1	2	1	1	host	pcaB	False	
gene-PA1345	23	21	12	21	3	4	1	2	host	gene-PA1345	False	
gene-PA0738	0	4	3	1	2	0	0	0	host	gene-PA0738	False	
gene-PA2306	38	38	10	15	3	4	6	4	host	ambA	False	
gene-PA1970	49	25	14	41	5	10	0	0	host	gene-PA1970	False	
gene-PA2653	32	30	47	74	23	16	21	11	host	gene-PA2653	False	
gene-PA0797	165	115	17	31	5	2	1	2	host	gene-PA0797	False	
gene-PA3290	136	169	82	135	19	23	19	6	host	gene-PA3290	False	
gene-PA3319	18	12	13	16	4	3	0	1	host	plcN	False	
gene-PA1613	81	75	51	75	20	11	8	7	host	gene-PA1613	False	
gene-PA4304	31	29	14	28	14	11	11	3	host	rcpA	False	
gene-PA1949	120	147	95	155	16	19	2	5	host	rbsR	False	
gene-PA0138	17	8	1	9	1	1	3	0	host	gene-PA0138	False	
gene-PA4291	100	94	57	98	34	46	34	25	host	gene-PA4291	False	
gene-PA1933	270	222	85	161	33	31	18	16	host	gene-PA1933	False	
gene-PA1568	3	9	3	3	1	1	1	0	host	gene-PA1568	False	
gene-PA3852	136	90	71	95	12	15	6	2	host	gene-PA3852	False	
gene-PA4809	13	4	8	14	1	3	2	0	host	fdhE	False	
gene-PA5284	21	28	11	16	0	1	3	2	host	gene-PA5284	False	
gene-PA1618	155	112	82	82	7	10	10	4	host	gene-PA1618	False	
gene-PA1311	19	15	8	12	1	4	2	0	host	phnX	False	
gene-PA1376	221	204	59	100	10	15	9	7	host	aceK	False	
gene-PA0338	135	133	47	88	22	41	13	11	host	gene-PA0338	False	
gene-PA4297	77	71	58	87	25	18	12	19	host	tadG	False	
gene-PA3593	4	10	7	0	1	0	1	0	host	gene-PA3593	False	
gene-PA1078	62	89	60	50	5	1	1	4	host	flgC	False	
gene-PA2318	57	59	30	39	9	3	2	3	host	gene-PA2318	False	
gene-PA4492	84	143	40	83	24	37	17	7	host	gene-PA4492	False	
gene-PA1014	213	265	93	175	36	47	28	11	host	gene-PA1014	False	
gene-PA2508	1	0	0	1	0	0	0	0	host	catC	False	
gene-PA2145	1	0	0	1	0	0	0	0	host	gene-PA2145	False	
gene-PA3491	21	20	21	33	7	14	6	5	host	gene-PA3491	False	
gene-PA2350	7	6	0	4	4	2	0	1	host	gene-PA2350	False	
gene-PA3551	16	9	12	14	2	7	0	2	host	algA	False	
gene-PA1334	7	10	8	5	3	3	2	1	host	gene-PA1334	False	
gene-PA4970	96	73	23	36	2	4	4	0	host	gene-PA4970	False	
gene-PA2320	91	78	64	110	9	13	8	8	host	gntR	False	
gene-PA1963	25	41	10	10	2	4	1	1	host	gene-PA1963	False	
gene-PA2477	16	16	18	16	3	7	1	2	host	gene-PA2477	False	
gene-PA2773	13	46	20	25	5	11	7	7	host	gene-PA2773	False	
gene-PA2563	38	55	23	29	6	7	6	7	host	gene-PA2563	False	
gene-PA3143	190	217	115	239	35	42	29	12	host	gene-PA3143	False	
gene-PA3678	31	30	26	51	12	12	7	1	host	gene-PA3678	False	
gene-PA3034	62	56	22	39	5	10	4	6	host	gene-PA3034	False	
gene-PA2561	68	48	39	61	11	7	6	12	host	gene-PA2561	False	
gene-PA3830	52	16	11	20	4	1	4	1	host	gene-PA3830	False	
gene-PA5248	167	227	64	123	12	13	8	6	host	gene-PA5248	False	
gene-PA5267	7	10	3	7	1	1	0	0	host	hcpB	False	
gene-PA4054	132	159	239	226	56	62	19	23	host	ribB	False	
gene-PA4060	13	14	4	15	2	2	1	1	host	gene-PA4060	False	
gene-PA4511	62	52	25	39	1	4	4	3	host	gene-PA4511	False	
gene-PA3989	105	102	134	163	26	17	15	10	host	holA	False	
gene-PA3222	14	8	25	51	14	7	2	2	host	gene-PA3222	False	
gene-PA1569	17	7	6	10	0	0	1	2	host	gene-PA1569	False	
gene-PA3376	7	0	1	1	1	0	0	0	host	gene-PA3376	False	
gene-PA0060	41	32	15	25	11	6	9	6	host	gene-PA0060	False	
gene-PA5509	28	36	13	23	4	9	5	2	host	gene-PA5509	False	
gene-PA3304	38	30	30	40	7	3	4	1	host	gene-PA3304	False	
gene-PA3130	89	60	25	27	9	8	3	4	host	gene-PA3130	False	
gene-PA3547	5	5	2	1	2	0	1	0	host	algL	False	
gene-PA0335	66	32	38	42	6	8	3	1	host	gene-PA0335	False	
gene-PA3909	15	26	15	13	5	7	2	3	host	eddB	False	
gene-PA3215	131	116	63	99	17	23	12	9	host	gene-PA3215	False	
gene-PA0802	14	25	12	8	0	2	1	1	host	gene-PA0802	False	
gene-PA4293	43	29	35	49	16	17	12	24	host	pprA	False	
gene-PA2133	1	2	2	6	1	0	0	3	host	gene-PA2133	False	
gene-PA3534	18	15	15	22	2	3	4	1	host	gene-PA3534	False	
gene-PA4498	59	44	52	62	12	20	5	2	host	gene-PA4498	False	
gene-PA1117	16	15	23	31	7	15	4	3	host	gene-PA1117	False	
gene-PA3920	35	38	27	56	9	3	2	1	host	gene-PA3920	False	
gene-PA4103	14	6	1	6	3	2	0	0	host	gene-PA4103	False	
gene-PA2960	162	257	151	260	45	42	22	22	host	pilZ	False	
gene-PA1221	3	5	1	3	0	0	1	0	host	gene-PA1221	False	
gene-PA2194	22	85	10	58	3	16	21	1	host	hcnB	False	
gene-PA1451	46	48	34	53	5	13	5	3	host	gene-PA1451	False	
gene-PA4343	5	8	4	3	1	4	1	0	host	gene-PA4343	False	
gene-PA4158	24	29	3	11	4	7	2	1	host	fepC	False	
gene-PA0263	14	7	6	8	2	1	0	0	host	hcpC	False	
gene-PA0136	14	9	7	7	1	1	3	2	host	gene-PA0136	False	
gene-PA4299	14	11	7	16	5	5	3	6	host	tadD	False	
gene-PA5152	180	212	105	133	24	16	8	15	host	gene-PA5152	False	
gene-PA3631	12	31	36	62	8	16	3	6	host	gene-PA3631	False	
gene-PA3092	46	35	25	39	7	6	3	4	host	fadH1	False	
gene-PA0440	22	17	8	14	5	2	4	0	host	gene-PA0440	False	
gene-PA0367a	53	33	14	33	4	3	3	1	host	gene-PA0367a	False	
gene-PA0701a	21	19	12	7	5	4	2	1	host	gene-PA0701a	False	
gene-PA3169	203	216	141	270	41	63	22	20	host	gene-PA3169	False	
gene-PA0388	86	145	98	109	34	26	17	13	host	gene-PA0388	False	
gene-PA4868	94	62	49	66	5	10	5	5	host	ureC	False	
gene-PA4472	190	176	222	253	29	23	7	8	host	pmbA	False	
gene-PA5104	23	15	11	12	2	3	1	1	host	gene-PA5104	False	
gene-PA0670	41	36	24	43	23	20	18	24	host	gene-PA0670	False	
gene-PA2213	3	0	0	3	1	1	2	1	host	gene-PA2213	False	
gene-PA1653	17	19	5	4	0	1	1	0	host	gene-PA1653	False	
gene-PA3261	163	131	100	159	21	33	12	8	host	gene-PA3261	False	
gene-PA3897	28	27	15	19	4	2	2	0	host	gene-PA3897	False	
gene-PA1945	39	20	18	21	4	12	4	2	host	gene-PA1945	False	
gene-PA1919	20	36	7	17	8	10	3	7	host	nrdG	False	
gene-PA3906	11	39	10	35	8	13	8	4	host	gene-PA3906	False	
gene-PA2514	6	3	4	3	0	0	0	0	host	antC	False	
gene-PA2100	42	58	27	45	3	14	3	6	host	gene-PA2100	False	
gene-PA2227	27	68	21	49	3	3	2	3	host	vqsM	False	
gene-PA5127	53	39	53	63	13	16	6	11	host	gene-PA5127	False	
gene-PA3553	14	12	4	3	1	1	4	0	host	arnC	False	
gene-PA0709	5	5	1	4	1	1	0	0	host	gene-PA0709	False	
gene-PA0590	87	66	67	83	10	25	15	8	host	apaH	False	
gene-PA0378	49	39	19	40	9	12	2	6	host	gene-PA0378	False	
gene-PA1774	55	86	188	303	48	63	26	23	host	crfX	False	
gene-PA2485	2	4	5	4	1	2	1	1	host	gene-PA2485	False	
gene-PA4387	23	23	20	24	1	3	1	1	host	gene-PA4387	False	
gene-PA3693	118	82	72	108	14	10	4	5	host	gene-PA3693	False	
gene-PA1233	40	38	12	22	2	1	1	2	host	gene-PA1233	False	
gene-PA0040	23	48	17	44	14	11	5	5	host	gene-PA0040	False	
gene-PA5212	39	21	9	9	3	3	3	0	host	gene-PA5212	False	
gene-PA5170	33	59	24	47	12	14	5	4	host	arcD	False	
gene-PA0258	29	34	13	23	6	1	4	3	host	gene-PA0258	False	
gene-PA5423	85	57	55	65	15	11	6	4	host	gene-PA5423	False	
gene-PA2928	32	17	15	23	3	0	2	1	host	gene-PA2928	False	
gene-PA0913	101	107	88	167	48	64	29	17	host	mgtE	False	
gene-PA1278	13	14	8	12	1	1	1	0	host	cobP	False	
gene-PA3885	2	1	0	0	1	0	0	0	host	tpbA	False	
gene-PA0210	2	2	8	13	0	1	0	0	host	mdcC	False	
gene-PA1862	12	14	12	20	3	2	6	2	host	modB	False	
gene-PA2354	12	11	8	7	1	4	0	1	host	gene-PA2354	False	
gene-PA2996	90	180	138	226	40	51	25	19	host	nqrD	False	
gene-PA4690a	95	100	55	89	24	25	27	24	host	gene-PA4690a	False	
gene-PA5564	108	124	191	209	38	47	34	24	host	gidB	False	
gene-PA1856	18	30	23	25	8	6	6	5	host	gene-PA1856	False	
gene-PA2757	5	10	12	9	4	3	4	1	host	gene-PA2757	False	
gene-PA2930	25	21	12	23	6	11	3	1	host	gene-PA2930	False	
gene-PA1352	2	0	1	1	1	1	0	0	host	gene-PA1352	False	
gene-PA0796	335	247	167	155	10	9	4	7	host	prpB	False	
gene-PA3873	5	1	2	1	0	0	0	0	host	narJ	False	
gene-PA4697	103	78	44	48	13	7	4	8	host	gene-PA4697	False	
gene-PA1778	25	48	75	110	27	22	2	8	host	cobA	False	
gene-PA1981	2	2	2	1	0	1	0	0	host	gene-PA1981	False	
gene-PA3516	7	25	7	18	0	2	0	0	host	gene-PA3516	False	
gene-PA4013	85	72	50	75	13	8	5	2	host	gene-PA4013	False	
gene-PA3954	10	14	8	10	1	3	1	3	host	gene-PA3954	False	
gene-PA0018	16	17	17	24	3	3	4	6	host	fmt	False	
gene-PA2858	86	80	44	50	11	14	10	5	host	gene-PA2858	False	
gene-PA3373	57	50	18	25	10	7	2	1	host	gene-PA3373	False	
gene-PA5161	68	104	49	89	23	23	19	16	host	rmlB	False	
gene-PA0851	58	32	18	28	5	3	0	3	host	gene-PA0851	False	
gene-PA5319	108	91	50	82	17	23	9	6	host	radC	False	
gene-PA1625	23	38	27	36	8	8	4	0	host	gene-PA1625	False	
gene-PA0180	168	129	37	78	11	14	9	5	host	cttP	False	
gene-PA4289	66	29	33	84	10	6	5	12	host	gene-PA4289	False	
gene-PA3796	197	117	57	93	14	16	5	7	host	gene-PA3796	False	
gene-PA3240	40	34	19	24	1	5	1	5	host	gene-PA3240	False	
gene-PA1781.1	1	2	1	0	0	0	0	0	host	gene-PA1781.1	False	
gene-PA2946	6	6	4	0	1	2	0	1	host	gene-PA2946	False	
gene-PA5444	26	25	23	38	10	6	6	4	host	gene-PA5444	False	
gene-PA1909	44	48	63	88	5	2	2	1	host	gene-PA1909	False	
gene-PA3727	86	125	40	114	9	18	8	9	host	gene-PA3727	False	
gene-PA2896	22	17	20	35	4	6	1	3	host	gene-PA2896	False	
gene-PA3003	49	63	48	71	29	19	18	7	host	gene-PA3003	False	
gene-PA4571	35	34	28	55	11	14	8	3	host	gene-PA4571	False	
gene-PA1632	0	0	0	2	0	0	0	0	host	kdpF	False	
gene-PA2693	13	6	12	22	5	2	4	2	host	gene-PA2693	False	
gene-PA2603.1	11	18	2	4	4	6	7	0	host	gene-PA2603.1	False	
gene-PA1063	79	75	31	57	9	4	8	4	host	gene-PA1063	False	
gene-PA2010	155	130	61	80	10	12	5	3	host	gene-PA2010	False	
gene-PA2141	0	0	0	1	0	0	0	1	host	gene-PA2141	False	
gene-PA5409	126	57	36	59	8	8	1	0	host	gene-PA5409	False	
gene-PA2990	194	177	159	235	29	30	24	25	host	gene-PA2990	False	
gene-PA5196	11	9	4	12	4	1	4	0	host	gene-PA5196	False	
gene-PA1880	112	59	54	75	11	21	6	7	host	gene-PA1880	False	
gene-PA2307	9	8	1	3	1	1	0	0	host	gene-PA2307	False	
gene-PA0902	75	107	23	52	9	5	2	6	host	gene-PA0902	False	
gene-PA4630	114	88	103	117	23	35	11	4	host	gene-PA4630	False	
gene-PA2873	275	215	116	170	26	27	11	10	host	gene-PA2873	False	
gene-PA4588	178	243	61	120	11	12	6	3	host	gdhA	False	
gene-PA5173	104	65	91	159	32	50	6	10	host	arcC	False	
gene-PA4112	302	219	167	226	24	34	15	13	host	gene-PA4112	False	
gene-PA5071	31	28	25	39	7	9	6	4	host	gene-PA5071	False	
gene-PA4505	15	18	19	16	3	2	1	0	host	gene-PA4505	False	
gene-PA3706	262	155	127	169	24	21	14	13	host	wspC	False	
gene-PA2494	54	45	25	37	5	15	3	5	host	mexF	False	
gene-PA4646	59	52	51	83	19	17	20	10	host	upp	False	
gene-PA0416	34	51	38	64	5	7	3	3	host	chpD	False	
gene-PA0241	5	14	2	1	0	2	2	1	host	gene-PA0241	False	
gene-PA3508	19	9	25	25	3	2	1	3	host	gene-PA3508	False	
gene-PA1355	2	5	1	4	0	0	0	0	host	gene-PA1355	False	
gene-PA2438	10	8	7	13	1	1	2	0	host	gene-PA2438	False	
gene-PA3986	62	60	16	21	4	2	2	6	host	gene-PA3986	False	
gene-PA4378	115	154	64	131	15	20	7	6	host	inaA	False	
gene-PA5514	61	49	24	40	4	14	2	4	host	gene-PA5514	False	
gene-PA1024	52	41	26	30	9	4	1	1	host	gene-PA1024	False	
gene-PA2713	60	42	21	37	5	6	1	3	host	gene-PA2713	False	
gene-PA3322	86	66	27	57	8	9	6	2	host	gene-PA3322	False	
gene-PA2939	123	166	134	226	47	65	13	8	host	gene-PA2939	False	
gene-PA3893	16	19	6	7	1	2	1	1	host	gene-PA3893	False	
gene-PA3310	66	65	43	38	17	10	8	5	host	gene-PA3310	False	
gene-PA3427	68	47	30	34	7	6	3	3	host	gene-PA3427	False	
gene-PA1747	6	7	3	9	2	0	1	0	host	gene-PA1747	False	
gene-PA3225	125	99	67	81	13	19	5	2	host	gene-PA3225	False	
gene-PA2170	0	0	2	2	0	0	0	0	host	gene-PA2170	False	
gene-PA3960	27	28	18	23	2	3	2	0	host	gene-PA3960	False	
gene-PA1548	33	24	18	32	5	9	6	3	host	gene-PA1548	False	
gene-PA0502	253	170	217	358	32	30	14	9	host	gene-PA0502	False	
gene-PA1627	9	6	4	6	2	1	1	3	host	gene-PA1627	False	
gene-PA5106	18	8	11	18	3	1	0	1	host	gene-PA5106	False	
gene-PA5208	109	103	78	82	16	19	9	5	host	gene-PA5208	False	
gene-PA4426	88	100	114	123	28	29	26	7	host	gene-PA4426	False	
gene-PA0441	11	7	8	6	4	4	1	1	host	dht	False	
gene-PA5156	20	27	30	36	5	5	3	0	host	gene-PA5156	False	
gene-PA3527	86	78	91	107	25	16	4	6	host	pyrC	False	
gene-PA5540	7	15	12	9	1	1	3	4	host	gene-PA5540	False	
gene-PA0735	22	21	12	15	4	3	0	2	host	gene-PA0735	False	
gene-PA2902	165	189	106	164	27	45	20	15	host	gene-PA2902	False	
gene-PA5124	42	38	30	26	4	11	4	3	host	ntrB	False	
gene-PA1491	25	35	25	22	8	5	2	3	host	gene-PA1491	False	
gene-PA0123	22	52	5	42	3	8	3	2	host	gene-PA0123	False	
gene-PA0113	27	30	8	14	1	5	1	0	host	gene-PA0113	False	
gene-PA0223	28	15	14	14	3	20	8	4	host	gene-PA0223	False	
gene-PA1173	9	5	5	9	1	1	0	1	host	napB	False	
gene-PA1857	27	32	26	38	10	8	4	6	host	gene-PA1857	False	
gene-PA0874	7	27	5	13	2	3	1	0	host	gene-PA0874	False	
gene-PA0480	8	4	3	3	0	0	0	0	host	gene-PA0480	False	
gene-PA5027	78	66	29	46	11	10	9	2	host	gene-PA5027	False	
gene-PA2843	37	35	27	36	6	8	7	7	host	gene-PA2843	False	
gene-PA2423	56	60	124	199	22	26	12	4	host	gene-PA2423	False	
gene-PA3626	319	277	141	211	37	48	33	17	host	gene-PA3626	False	
gene-PA5440a	18	23	23	36	2	2	2	0	host	gene-PA5440a	False	
gene-PA2793	72	99	39	77	15	20	8	10	host	gene-PA2793	False	
gene-PA1690	87	48	58	33	12	7	9	6	host	pscU	False	
gene-PA4090	84	91	76	70	8	10	3	3	host	gene-PA4090	False	
gene-PA1479	40	82	42	71	24	19	25	12	host	ccmE	False	
gene-PA1557	28	52	25	42	12	10	8	4	host	ccoN2	False	
gene-PA5401	7	0	9	11	2	6	3	2	host	gene-PA5401	False	
gene-PA4126	8	7	3	4	1	1	4	1	host	gene-PA4126	False	
gene-PA4081	12	6	8	8	4	3	2	2	host	cupB6	False	
gene-PA0081	165	157	70	92	19	27	15	13	host	fha1	False	
gene-PA2303	20	49	31	43	4	8	3	4	host	ambD	False	
gene-PA1823	341	310	176	248	37	30	18	15	host	gene-PA1823	False	
gene-PA3541	13	13	7	8	5	3	6	1	host	alg8	False	
gene-PA1844	10	10	4	11	5	3	4	5	host	gene-PA1844	False	
gene-PA2371	180	123	111	128	17	18	4	4	host	gene-PA2371	False	
gene-PA3786	42	26	14	10	3	8	4	3	host	gene-PA3786	False	
gene-PA2810	27	37	19	28	6	6	4	5	host	copS	False	
gene-PA1698	271	69	112	50	56	15	8	9	host	popN	False	
gene-PA3323	5	1	6	8	1	0	0	0	host	gene-PA3323	False	
gene-PA4106	7	7	3	7	2	1	0	4	host	gene-PA4106	False	
gene-PA0078	46	41	37	46	8	13	7	6	host	gene-PA0078	False	
gene-PA4887	23	32	57	107	7	16	5	1	host	gene-PA4887	False	
gene-PA1244	169	177	135	150	48	48	14	19	host	gene-PA1244	False	
gene-PA5066	331	259	160	245	44	43	27	24	host	hisI	False	
gene-PA0497	13	12	5	10	2	1	2	1	host	gene-PA0497	False	
gene-PA3901	95	75	106	87	23	14	8	8	host	fecA	False	
gene-PA3105	244	275	189	325	29	38	12	11	host	xcpQ	False	
gene-PA3224	50	78	25	39	7	5	4	2	host	gene-PA3224	False	
gene-PA2314	4	0	2	0	0	1	0	0	host	gene-PA2314	False	
gene-PA0658	111	79	48	95	17	23	9	10	host	gene-PA0658	False	
gene-PA1404	5	1	2	3	1	1	1	0	host	gene-PA1404	False	
gene-PA1872	41	53	15	14	6	5	1	0	host	gene-PA1872	False	
gene-PA4622	10	7	5	13	5	2	2	3	host	gene-PA4622	False	
gene-PA1407	14	10	7	10	3	5	1	1	host	gene-PA1407	False	
