Geneid	0_R1	0_R2	0_R3	5_R1	5_R2	5_R3	10_R1	10_R2	10_R3	15_R1	15_R2	15_R3	Entity	Symbol	is_outlier	outlier_info
gene-PPLUZ19_gp46	0	0	0	125	234	24997	21	143	4511	2561	1666	44311	phage	gp46	False	
gene-PA0448	63	35	30	13	29	168	8	6	15	9	5	275	host	gene-PA0448	False	
gene-PA5177	101	66	20	53	82	193	14	15	17	9	7	212	host	gene-PA5177	False	
gene-PA3788	20	32	29	16	32	102	6	8	16	3	2	133	host	gene-PA3788	False	
gene-PA1227	28	12	16	11	19	53	3	0	8	1	1	57	host	gene-PA1227	False	
gene-PA2255	9	4	9	2	4	54	0	0	6	2	2	50	host	pvcB	False	
gene-PA1149	4	5	12	2	2	159	0	0	13	0	0	189	host	gene-PA1149	False	
gene-PA1164	98	84	35	31	52	116	13	10	16	9	12	211	host	gene-PA1164	False	
gene-PA2358	7	4	5	1	4	72	0	2	10	0	0	66	host	gene-PA2358	False	
gene-PA2934	4	7	22	10	14	142	2	1	13	1	1	98	host	cif	False	
gene-PA0005	31	57	27	70	111	235	22	32	22	12	8	427	host	lptA	False	
gene-PA0374	155	185	58	216	285	208	43	43	18	27	18	151	host	ftsE	False	
gene-PA0350	68	67	16	15	34	102	14	13	11	13	2	151	host	folA	False	
gene-PA3576	63	53	15	17	23	79	4	6	14	7	0	133	host	gene-PA3576	False	
gene-PA3004	294	277	79	111	163	193	35	33	21	21	15	111	host	gene-PA3004	False	
gene-PA4510	90	53	30	31	40	96	3	7	11	2	3	167	host	gene-PA4510	False	
gene-PA1991	50	44	18	32	53	190	9	7	14	2	5	231	host	gene-PA1991	False	
gene-PA2556	344	215	53	78	107	149	12	11	19	8	4	299	host	gene-PA2556	False	
gene-PA5384	4	4	9	2	3	74	0	1	8	6	0	180	host	gene-PA5384	False	
gene-PA0927	39	55	141	29	33	128	6	8	21	11	5	197	host	ldhA	False	
gene-PA1825	98	68	9	16	31	88	8	9	9	5	2	234	host	gene-PA1825	False	
gene-PA1694	54	15	28	24	16	153	14	5	5	1	3	121	host	pscQ	False	
gene-PA2769	80	52	22	40	49	72	16	14	13	12	7	177	host	gene-PA2769	False	
gene-PA1240	4	6	11	2	3	72	3	1	17	0	0	109	host	gene-PA1240	False	
gene-PA5067	203	282	80	142	250	158	50	50	11	28	24	42	host	hisE	False	
gene-PA3968	85	68	120	25	50	134	6	7	23	7	1	169	host	gene-PA3968	False	
gene-PA0521	3	4	18	2	4	40	0	1	14	0	0	57	host	gene-PA0521	False	
gene-PA3556	4	3	10	1	4	182	1	3	20	1	0	217	host	arnT	False	
gene-PA4885	29	12	32	15	13	279	3	5	24	5	0	266	host	irlR	False	
gene-PA3200	64	50	17	44	58	85	15	11	11	4	4	188	host	gene-PA3200	False	
gene-PA1655	128	133	97	28	31	132	6	7	20	3	3	67	host	gene-PA1655	False	
gene-PA0249	42	37	12	16	19	82	4	5	12	2	0	144	host	gene-PA0249	False	
gene-PA2135	5	1	9	0	1	84	0	0	10	0	1	154	host	gene-PA2135	False	
gene-PA2473	2	1	6	3	4	67	0	0	10	0	1	131	host	gene-PA2473	False	
gene-PA3414	41	27	16	20	11	79	2	1	8	1	2	80	host	gene-PA3414	False	
gene-PA0307	51	28	25	18	34	119	7	14	17	5	1	167	host	gene-PA0307	False	
gene-PA2270	21	14	7	3	7	59	1	2	4	1	2	123	host	gene-PA2270	False	
gene-PA2063	29	23	25	16	26	98	5	13	10	8	5	165	host	gene-PA2063	False	
gene-PA1075	43	36	18	23	42	89	5	8	10	3	4	158	host	gene-PA1075	False	
gene-PA3682	14	12	9	8	9	95	1	3	14	0	2	230	host	gene-PA3682	False	
gene-PA2337	37	31	25	12	26	145	9	12	21	2	0	204	host	mtlR	False	
gene-PA0261	32	36	34	23	38	128	2	7	11	2	0	69	host	gene-PA0261	False	
gene-PA3698	192	156	41	47	82	125	14	18	18	6	12	75	host	gene-PA3698	False	
gene-PA1329	2	6	5	3	3	23	2	1	7	1	1	52	host	gene-PA1329	False	
gene-PA2762	23	24	23	12	20	69	0	4	3	2	1	19	host	gene-PA2762	False	
gene-PA3345	88	87	32	47	68	115	14	41	13	16	12	73	host	gene-PA3345	False	
gene-PA2422	7	8	17	8	6	83	1	3	15	3	0	65	host	gene-PA2422	False	
gene-PA0173	7	5	25	4	7	94	1	0	18	0	1	170	host	gene-PA0173	False	
gene-PA2124	7	6	19	7	9	72	1	1	6	0	0	148	host	gene-PA2124	False	
gene-PA2176	6	2	5	1	1	44	0	1	4	0	0	115	host	gene-PA2176	False	
gene-PA2721	31	30	11	14	10	79	2	3	7	1	0	129	host	gene-PA2721	False	
gene-PA3209	1	10	6	0	8	56	1	0	2	4	1	55	host	gene-PA3209	False	
gene-PA4929	71	57	64	31	43	266	7	8	50	14	6	351	host	gene-PA4929	False	
gene-PA0112	9	10	22	4	4	143	1	2	19	0	0	300	host	gene-PA0112	False	
gene-PA0823	20	30	7	8	16	73	0	6	4	4	0	40	host	gene-PA0823	False	
gene-PA5102	9	18	20	5	10	139	2	1	13	1	1	197	host	gene-PA5102	False	
gene-PA3191	116	185	63	122	294	154	9	20	16	4	7	243	host	gene-PA3191	False	
gene-PA4916	78	59	68	10	19	114	5	7	27	1	1	272	host	gene-PA4916	False	
gene-PA1123	34	37	31	22	31	58	6	11	10	6	4	16	host	gene-PA1123	False	
gene-PA2006	128	132	43	175	266	155	20	17	23	5	5	246	host	gene-PA2006	False	
gene-PA3749	35	25	41	35	62	173	4	8	32	2	0	346	host	gene-PA3749	False	
gene-PA1446	120	112	29	94	116	151	18	16	4	9	5	92	host	fliP	False	
gene-PA2710	16	19	22	16	17	92	3	4	6	4	0	162	host	gene-PA2710	False	
gene-PA3439	126	116	61	81	82	200	11	11	27	6	2	178	host	folX	False	
gene-PA1226	38	22	13	10	19	88	1	2	10	0	1	156	host	gene-PA1226	False	
gene-PA1505	132	108	49	67	61	111	10	10	16	2	2	167	host	moaA2	False	
gene-PA3099	85	73	17	78	109	86	6	8	6	6	3	77	host	xcpV	False	
gene-PA1649	35	18	10	24	24	82	7	10	9	3	3	115	host	gene-PA1649	False	
gene-PA3957	57	40	16	13	20	97	3	3	11	1	0	94	host	gene-PA3957	False	
gene-PA5468	50	55	58	35	33	296	21	16	40	16	4	360	host	gene-PA5468	False	
gene-PA3974	191	180	77	100	187	314	17	25	35	6	10	420	host	ladS	False	
gene-PA0389	59	86	37	47	43	204	11	16	18	4	13	160	host	gene-PA0389	False	
gene-PA0700	6	3	8	2	5	33	1	0	6	1	1	117	host	gene-PA0700	False	
gene-PA1356	26	10	16	8	11	54	1	3	12	1	1	173	host	gene-PA1356	False	
gene-PA4161	44	33	107	9	15	57	2	2	17	1	0	94	host	fepG	False	
gene-PA1860	50	29	32	21	24	94	6	3	11	3	1	157	host	gene-PA1860	False	
gene-PA3343	99	108	45	46	91	174	10	17	12	7	6	177	host	gene-PA3343	False	
gene-PA2548	17	6	11	15	16	138	3	2	12	1	1	305	host	gene-PA2548	False	
gene-PA2030	10	18	5	5	11	67	0	6	4	3	1	84	host	gene-PA2030	False	
gene-PA2325	6	4	16	4	4	66	1	0	10	1	0	98	host	gene-PA2325	False	
gene-PA0841	32	29	22	21	23	193	1	1	18	3	1	206	host	gene-PA0841	False	
gene-PA1194	16	32	38	34	40	189	8	9	18	7	2	237	host	gene-PA1194	False	
gene-PA5010	120	152	80	147	264	296	38	37	35	26	19	365	host	waaG	False	
gene-PA3411	47	54	4	1	4	56	1	0	5	0	1	105	host	gene-PA3411	False	
gene-PA5143	156	228	82	137	179	200	38	46	17	22	21	133	host	hisB	False	
gene-PA1783	6	2	7	2	0	99	0	0	19	2	3	219	host	nasA	False	
gene-PA1731	19	14	20	7	8	104	3	3	11	0	1	214	host	gene-PA1731	False	
gene-PA4656	155	153	96	86	150	253	21	28	31	13	10	365	host	gene-PA4656	False	
gene-PA1354	42	17	18	19	40	78	5	4	10	3	2	87	host	gene-PA1354	False	
gene-PA0382	73	118	35	78	135	144	20	28	17	18	9	244	host	micA	False	
gene-PA0880	2	1	9	1	1	90	0	1	8	0	0	208	host	gene-PA0880	False	
gene-PA0887.1	10	17	227	13	19	64	0	1	8	0	0	61	host	gene-PA0887.1	False	
gene-PA2443	317	298	163	181	325	191	22	16	14	16	8	350	host	sdaA	False	
gene-PA0015	67	46	41	33	64	165	11	13	16	3	9	164	host	gene-PA0015	False	
gene-PA2989	35	30	19	18	23	139	9	7	14	5	4	114	host	gene-PA2989	False	
gene-PA0026	116	156	74	38	53	335	9	18	39	11	8	448	host	plcB	False	
gene-PA0092	24	48	59	35	46	119	7	9	12	7	1	111	host	gene-PA0092	False	
gene-PA4070	24	23	22	3	6	176	3	4	17	0	2	245	host	gene-PA4070	False	
gene-PA3341	67	65	57	20	37	141	8	13	9	3	4	84	host	gene-PA3341	False	
gene-PA3444	2	1	14	4	2	138	0	0	9	1	0	217	host	gene-PA3444	False	
gene-PA1884	11	2	12	4	4	57	0	3	15	2	0	106	host	gene-PA1884	False	
gene-PA0401	189	142	100	157	226	195	49	55	29	18	23	227	host	gene-PA0401	False	
gene-PA1005	236	238	141	103	160	241	26	17	42	11	5	200	host	gene-PA1005	False	
gene-PA3338	2	10	9	2	3	85	1	1	10	0	0	109	host	gene-PA3338	False	
gene-PA4600	30	21	97	11	26	144	4	9	34	3	5	236	host	nfxB	False	
gene-PA1536	32	43	27	11	21	132	2	6	24	1	0	117	host	gene-PA1536	False	
gene-PA0948	96	61	20	61	92	123	16	17	12	10	3	162	host	gene-PA0948	False	
gene-PA0825	6	2	18	1	5	121	1	5	19	1	4	60	host	gene-PA0825	False	
gene-PA3403a	69	22	11	81	54	90	14	4	11	2	1	72	host	gene-PA3403a	False	
gene-PA4826	5	7	7	1	1	70	3	0	5	0	0	67	host	gene-PA4826	False	
gene-PA2579	85	84	34	53	85	164	30	35	21	28	15	145	host	kynA	False	
gene-PA3634	79	65	41	79	109	107	27	33	13	14	5	53	host	gene-PA3634	False	
gene-PA0079	57	34	51	50	52	179	11	9	22	9	6	361	host	gene-PA0079	False	
gene-PA1511	86	91	89	40	61	354	15	15	52	9	6	325	host	gene-PA1511	False	
gene-PA4012	130	107	24	63	104	110	20	13	15	10	13	113	host	gene-PA4012	False	
gene-PA5527	90	73	33	48	89	107	14	14	18	7	3	84	host	gene-PA5527	False	
gene-PPLUZ19_gp46.1	0	0	0	34	90	15607	5	38	2865	1295	813	26497	phage	gp46.1	False	
gene-PA2603	26	20	30	30	53	221	14	8	28	4	9	234	host	gene-PA2603	False	
gene-PA4114	29	22	31	5	10	134	4	0	21	4	0	206	host	gene-PA4114	False	
gene-PA2520	20	40	46	13	29	325	4	10	40	2	3	502	host	czcA	False	
gene-PA2837	2	6	15	2	1	67	3	1	12	0	2	148	host	gene-PA2837	False	
gene-PA1861	57	27	19	24	41	130	7	6	10	5	2	309	host	modC	False	
gene-PA3045	5	5	13	2	5	94	0	0	1	1	1	79	host	gene-PA3045	False	
gene-PA0101	58	61	35	38	71	138	11	10	11	6	6	176	host	gene-PA0101	False	
gene-PA4303	35	31	27	17	27	149	12	11	19	7	10	279	host	tadZ	False	
gene-PA1990	82	19	9	23	35	87	8	6	12	1	1	90	host	pqqH	False	
gene-PPLUZ19_gp31	0	0	13	400	725	46256	176	496	39853	55632	41039	170899	phage	gp31	False	
gene-PA3378	6	3	16	0	5	188	2	1	23	1	2	358	host	gene-PA3378	False	
gene-PA1363	171	93	22	6	14	111	2	2	14	2	1	136	host	gene-PA1363	False	
gene-PA2286	17	17	11	14	35	97	3	4	25	3	4	204	host	gene-PA2286	False	
gene-PA0230	44	25	24	19	16	108	1	2	19	1	1	143	host	pcaB	False	
gene-PA1345	23	21	24	12	21	181	3	4	24	1	2	164	host	gene-PA1345	False	
gene-PA0738	0	4	3	3	1	52	2	0	2	0	0	71	host	gene-PA0738	False	
gene-PA2306	38	38	21	10	15	123	3	4	11	6	4	62	host	ambA	False	
gene-PA1970	49	25	12	14	41	39	5	10	7	0	0	20	host	gene-PA1970	False	
gene-PA2653	32	30	30	47	74	191	23	16	16	21	11	193	host	gene-PA2653	False	
gene-PA1613	81	75	64	51	75	273	20	11	29	8	7	365	host	gene-PA1613	False	
gene-PA1949	120	147	46	95	155	89	16	19	11	2	5	88	host	rbsR	False	
gene-PA0138	17	8	23	1	9	149	1	1	15	3	0	211	host	gene-PA0138	False	
gene-PA1933	270	222	94	85	161	199	33	31	22	18	16	233	host	gene-PA1933	False	
gene-PA1568	3	9	12	3	3	62	1	1	7	1	0	87	host	gene-PA1568	False	
gene-PA4809	13	4	20	8	14	159	1	3	17	2	0	304	host	fdhE	False	
gene-PA1618	155	112	33	82	82	94	7	10	11	10	4	133	host	gene-PA1618	False	
gene-PA1311	19	15	18	8	12	149	1	4	26	2	0	233	host	phnX	False	
gene-PA1376	221	204	87	59	100	262	10	15	37	9	7	258	host	aceK	False	
gene-PA0338	135	133	52	47	88	254	22	41	36	13	11	325	host	gene-PA0338	False	
gene-PA4297	77	71	114	58	87	299	25	18	61	12	19	321	host	tadG	False	
gene-PA3593	4	10	17	7	0	256	1	0	29	1	0	378	host	gene-PA3593	False	
gene-PA1078	62	89	66	60	50	81	5	1	8	1	4	37	host	flgC	False	
gene-PA2318	57	59	14	30	39	96	9	3	3	2	3	65	host	gene-PA2318	False	
gene-PA4492	84	143	81	40	83	247	24	37	31	17	7	405	host	gene-PA4492	False	
gene-PA1014	213	265	85	93	175	232	36	47	35	28	11	127	host	gene-PA1014	False	
gene-PA2508	1	0	8	0	1	58	0	0	8	0	0	67	host	catC	False	
gene-PA2145	1	0	8	0	1	59	0	0	7	0	0	80	host	gene-PA2145	False	
gene-PA3491	21	20	41	21	33	111	7	14	20	6	5	256	host	gene-PA3491	False	
gene-PA2350	7	6	12	0	4	100	4	2	9	0	1	253	host	gene-PA2350	False	
gene-PA3551	16	9	39	12	14	265	2	7	31	0	2	280	host	algA	False	
gene-PA1334	7	10	37	8	5	181	3	3	26	2	1	254	host	gene-PA1334	False	
gene-PA4970	96	73	34	23	36	179	2	4	15	4	0	117	host	gene-PA4970	False	
gene-PA2320	91	78	15	64	110	82	9	13	10	8	8	125	host	gntR	False	
gene-PA1963	25	41	6	10	10	46	2	4	5	1	1	42	host	gene-PA1963	False	
gene-PA2477	16	16	7	18	16	81	3	7	5	1	2	199	host	gene-PA2477	False	
gene-PA2773	13	46	17	20	25	138	5	11	8	7	7	116	host	gene-PA2773	False	
gene-PA2563	38	55	32	23	29	172	6	7	30	6	7	237	host	gene-PA2563	False	
gene-PA3143	190	217	102	115	239	193	35	42	11	29	12	60	host	gene-PA3143	False	
gene-PA3678	31	30	32	26	51	125	12	12	19	7	1	135	host	gene-PA3678	False	
gene-PA3034	62	56	12	22	39	87	5	10	12	4	6	76	host	gene-PA3034	False	
gene-PA2561	68	48	20	39	61	206	11	7	25	6	12	344	host	gene-PA2561	False	
gene-PA3830	52	16	17	11	20	193	4	1	15	4	1	276	host	gene-PA3830	False	
gene-PA4054	132	159	57	239	226	200	56	62	30	19	23	190	host	ribB	False	
gene-PA4060	13	14	5	4	15	34	2	2	9	1	1	124	host	gene-PA4060	False	
gene-PA3222	14	8	38	25	51	141	14	7	16	2	2	199	host	gene-PA3222	False	
gene-PA1569	17	7	22	6	10	168	0	0	19	1	2	312	host	gene-PA1569	False	
gene-PA3376	7	0	10	1	1	80	1	0	12	0	0	118	host	gene-PA3376	False	
gene-PA0060	41	32	20	15	25	107	11	6	8	9	6	198	host	gene-PA0060	False	
gene-PA5509	28	36	29	13	23	135	4	9	20	5	2	340	host	gene-PA5509	False	
gene-PA3304	38	30	25	30	40	102	7	3	10	4	1	249	host	gene-PA3304	False	
gene-PA3130	89	60	13	25	27	101	9	8	7	3	4	140	host	gene-PA3130	False	
gene-PA3547	5	5	29	2	1	184	2	0	20	1	0	337	host	algL	False	
gene-PA0335	66	32	27	38	42	159	6	8	15	3	1	249	host	gene-PA0335	False	
gene-PA3215	131	116	23	63	99	167	17	23	18	12	9	245	host	gene-PA3215	False	
gene-PA0802	14	25	20	12	8	43	0	2	7	1	1	56	host	gene-PA0802	False	
gene-PA2133	1	2	7	2	6	71	1	0	8	0	3	128	host	gene-PA2133	False	
gene-PA3534	18	15	58	15	22	279	2	3	32	4	1	430	host	gene-PA3534	False	
gene-PA4498	59	44	34	52	62	163	12	20	21	5	2	240	host	gene-PA4498	False	
gene-PA1117	16	15	129	23	31	41	7	15	28	4	3	59	host	gene-PA1117	False	
gene-PA3920	35	38	36	27	56	223	9	3	36	2	1	277	host	gene-PA3920	False	
gene-PA4103	14	6	130	1	6	260	3	2	28	0	0	219	host	gene-PA4103	False	
gene-PA2960	162	257	51	151	260	136	45	42	5	22	22	60	host	pilZ	False	
gene-PA1221	3	5	37	1	3	233	0	0	19	1	0	412	host	gene-PA1221	False	
gene-PA2194	22	85	252	10	58	257	3	16	25	21	1	159	host	hcnB	False	
gene-PA1451	46	48	35	34	53	115	5	13	22	5	3	148	host	gene-PA1451	False	
gene-PA4343	5	8	25	4	3	242	1	4	26	1	0	335	host	gene-PA4343	False	
gene-PA0263	14	7	36	6	8	204	2	1	18	0	0	148	host	hcpC	False	
gene-PA0136	14	9	31	7	7	264	1	1	27	3	2	417	host	gene-PA0136	False	
gene-PA4299	14	11	14	7	16	48	5	5	5	3	6	67	host	tadD	False	
gene-PA3631	12	31	45	36	62	204	8	16	21	3	6	216	host	gene-PA3631	False	
gene-PA3092	46	35	73	25	39	345	7	6	37	3	4	461	host	fadH1	False	
gene-PA0440	22	17	31	8	14	148	5	2	23	4	0	310	host	gene-PA0440	False	
gene-PA0367a	53	33	41	14	33	115	4	3	20	3	1	152	host	gene-PA0367a	False	
gene-PA0701a	21	19	103	12	7	37	5	4	5	2	1	98	host	gene-PA0701a	False	
gene-PA3169	203	216	80	141	270	213	41	63	27	22	20	200	host	gene-PA3169	False	
gene-PA0388	86	145	132	98	109	175	34	26	21	17	13	107	host	gene-PA0388	False	
gene-PA4472	190	176	56	222	253	159	29	23	16	7	8	179	host	pmbA	False	
gene-PA5104	23	15	149	11	12	110	2	3	12	1	1	132	host	gene-PA5104	False	
gene-PA2213	3	0	19	0	3	90	1	1	6	2	1	331	host	gene-PA2213	False	
gene-PA1653	17	19	12	5	4	38	0	1	9	1	0	34	host	gene-PA1653	False	
gene-PA3261	163	131	36	100	159	128	21	33	13	12	8	87	host	gene-PA3261	False	
gene-PA1945	39	20	16	18	21	109	4	12	9	4	2	217	host	gene-PA1945	False	
gene-PA1919	20	36	17	7	17	95	8	10	10	3	7	175	host	nrdG	False	
gene-PA3906	11	39	24	10	35	78	8	13	15	8	4	155	host	gene-PA3906	False	
gene-PA2514	6	3	10	4	3	116	0	0	6	0	0	208	host	antC	False	
gene-PA2100	42	58	55	27	45	205	3	14	24	3	6	87	host	gene-PA2100	False	
gene-PA2227	27	68	47	21	49	253	3	3	12	2	3	186	host	vqsM	False	
gene-PA3553	14	12	33	4	3	143	1	1	25	4	0	212	host	arnC	False	
gene-PA0709	5	5	17	1	4	81	1	1	6	0	0	86	host	gene-PA0709	False	
gene-PA0590	87	66	39	67	83	204	10	25	19	15	8	337	host	apaH	False	
gene-PA0378	49	39	27	19	40	135	9	12	16	2	6	144	host	gene-PA0378	False	
gene-PA1774	55	86	33	188	303	96	48	63	3	26	23	32	host	crfX	False	
gene-PA2485	2	4	12	5	4	96	1	2	6	1	1	64	host	gene-PA2485	False	
gene-PA4387	23	23	20	20	24	94	1	3	5	1	1	82	host	gene-PA4387	False	
gene-PA3693	118	82	38	72	108	88	14	10	7	4	5	99	host	gene-PA3693	False	
gene-PA1233	40	38	12	12	22	30	2	1	5	1	2	87	host	gene-PA1233	False	
gene-PA0040	23	48	60	17	44	324	14	11	42	5	5	390	host	gene-PA0040	False	
gene-PA5212	39	21	196	9	9	100	3	3	14	3	0	142	host	gene-PA5212	False	
gene-PA0258	29	34	35	13	23	102	6	1	13	4	3	65	host	gene-PA0258	False	
gene-PA5423	85	57	66	55	65	202	15	11	27	6	4	294	host	gene-PA5423	False	
gene-PA2928	32	17	10	15	23	69	3	0	9	2	1	188	host	gene-PA2928	False	
gene-PA1278	13	14	10	8	12	26	1	1	3	1	0	43	host	cobP	False	
gene-PA3885	2	1	10	0	0	73	1	0	8	0	0	157	host	tpbA	False	
gene-PA0210	2	2	7	8	13	28	0	1	4	0	0	59	host	mdcC	False	
gene-PA1862	12	14	25	12	20	168	3	2	17	6	2	278	host	modB	False	
gene-PA2354	12	11	21	8	7	155	1	4	14	0	1	309	host	gene-PA2354	False	
gene-PA2996	90	180	100	138	226	168	40	51	12	25	19	92	host	nqrD	False	
gene-PA5564	108	124	100	191	209	231	38	47	22	34	24	64	host	gidB	False	
gene-PA1856	18	30	39	23	25	194	8	6	27	6	5	149	host	gene-PA1856	False	
gene-PA2757	5	10	16	12	9	68	4	3	6	4	1	38	host	gene-PA2757	False	
gene-PA2930	25	21	13	12	23	40	6	11	8	3	1	101	host	gene-PA2930	False	
gene-PA1352	2	0	26	1	1	99	1	1	18	0	0	88	host	gene-PA1352	False	
gene-PA3873	5	1	27	2	1	400	0	0	14	0	0	157	host	narJ	False	
gene-PA4697	103	78	76	44	48	153	13	7	33	4	8	107	host	gene-PA4697	False	
gene-PA1778	25	48	29	75	110	132	27	22	19	2	8	177	host	cobA	False	
gene-PA1981	2	2	3	2	1	35	0	1	7	0	0	55	host	gene-PA1981	False	
gene-PA3516	7	25	39	7	18	284	0	2	24	0	0	260	host	gene-PA3516	False	
gene-PA4013	85	72	23	50	75	118	13	8	20	5	2	169	host	gene-PA4013	False	
gene-PA3954	10	14	24	8	10	162	1	3	16	1	3	205	host	gene-PA3954	False	
gene-PA0018	16	17	33	17	24	136	3	3	23	4	6	228	host	fmt	False	
gene-PA2858	86	80	37	44	50	183	11	14	35	10	5	180	host	gene-PA2858	False	
gene-PA3373	57	50	27	18	25	58	10	7	8	2	1	85	host	gene-PA3373	False	
gene-PA0851	58	32	23	18	28	108	5	3	16	0	3	217	host	gene-PA0851	False	
gene-PA5319	108	91	35	50	82	235	17	23	26	9	6	279	host	radC	False	
gene-PA1625	23	38	24	27	36	144	8	8	18	4	0	408	host	gene-PA1625	False	
gene-PA0180	168	129	65	37	78	248	11	14	25	9	5	363	host	cttP	False	
gene-PA3796	197	117	43	57	93	135	14	16	11	5	7	109	host	gene-PA3796	False	
gene-PA3240	40	34	62	19	24	154	1	5	21	1	5	171	host	gene-PA3240	False	
gene-PA1781.1	1	2	8	1	0	58	0	0	3	0	0	68	host	gene-PA1781.1	False	
gene-PA2946	6	6	13	4	0	48	1	2	9	0	1	88	host	gene-PA2946	False	
gene-PA5444	26	25	27	23	38	107	10	6	13	6	4	209	host	gene-PA5444	False	
gene-PA1909	44	48	21	63	88	129	5	2	8	2	1	235	host	gene-PA1909	False	
gene-PA3727	86	125	111	40	114	175	9	18	26	8	9	212	host	gene-PA3727	False	
gene-PA2896	22	17	18	20	35	67	4	6	11	1	3	151	host	gene-PA2896	False	
gene-PA3003	49	63	41	48	71	76	29	19	12	18	7	49	host	gene-PA3003	False	
gene-PA1632	0	0	6	0	2	36	0	0	4	0	0	39	host	kdpF	False	
gene-PA2693	13	6	12	12	22	83	5	2	12	4	2	58	host	gene-PA2693	False	
gene-PA2603.1	11	18	29	2	4	94	4	6	25	7	0	31	host	gene-PA2603.1	False	
gene-PA1063	79	75	26	31	57	84	9	4	7	8	4	125	host	gene-PA1063	False	
gene-PA2010	155	130	26	61	80	133	10	12	14	5	3	125	host	gene-PA2010	False	
gene-PA2141	0	0	3	0	1	62	0	0	8	0	1	67	host	gene-PA2141	False	
gene-PA5409	126	57	25	36	59	142	8	8	17	1	0	214	host	gene-PA5409	False	
gene-PA2990	194	177	53	159	235	100	29	30	5	24	25	109	host	gene-PA2990	False	
gene-PA1880	112	59	48	54	75	183	11	21	32	6	7	259	host	gene-PA1880	False	
gene-PA2307	9	8	15	1	3	126	1	1	4	0	0	165	host	gene-PA2307	False	
gene-PA0902	75	107	23	23	52	119	9	5	13	2	6	103	host	gene-PA0902	False	
gene-PA4630	114	88	35	103	117	135	23	35	62	11	4	50	host	gene-PA4630	False	
gene-PA2873	275	215	63	116	170	199	26	27	25	11	10	263	host	gene-PA2873	False	
gene-PA4505	15	18	22	19	16	187	3	2	21	1	0	297	host	gene-PA4505	False	
gene-PA3706	262	155	41	127	169	149	24	21	22	14	13	214	host	wspC	False	
gene-PA2494	54	45	56	25	37	443	5	15	56	3	5	425	host	mexF	False	
gene-PA0416	34	51	23	38	64	91	5	7	8	3	3	159	host	chpD	False	
gene-PA0241	5	14	46	2	1	266	0	2	37	2	1	511	host	gene-PA0241	False	
gene-PA3508	19	9	18	25	25	106	3	2	16	1	3	258	host	gene-PA3508	False	
gene-PA1355	2	5	6	1	4	13	0	0	1	0	0	28	host	gene-PA1355	False	
gene-PA2438	10	8	4	7	13	39	1	1	8	2	0	82	host	gene-PA2438	False	
gene-PA3986	62	60	29	16	21	59	4	2	16	2	6	59	host	gene-PA3986	False	
gene-PA4378	115	154	35	64	131	145	15	20	19	7	6	194	host	inaA	False	
gene-PA5514	61	49	29	24	40	149	4	14	39	2	4	150	host	gene-PA5514	False	
gene-PA1024	52	41	159	26	30	171	9	4	12	1	1	354	host	gene-PA1024	False	
gene-PA2713	60	42	25	21	37	57	5	6	8	1	3	118	host	gene-PA2713	False	
gene-PA3322	86	66	16	27	57	97	8	9	8	6	2	209	host	gene-PA3322	False	
gene-PA2939	123	166	73	134	226	248	47	65	29	13	8	219	host	gene-PA2939	False	
gene-PA3893	16	19	36	6	7	220	1	2	33	1	1	397	host	gene-PA3893	False	
gene-PA3310	66	65	157	43	38	356	17	10	35	8	5	180	host	gene-PA3310	False	
gene-PA3427	68	47	46	30	34	166	7	6	17	3	3	262	host	gene-PA3427	False	
gene-PA1747	6	7	154	3	9	194	2	0	15	1	0	26	host	gene-PA1747	False	
gene-PA3225	125	99	67	67	81	143	13	19	14	5	2	165	host	gene-PA3225	False	
gene-PA2170	0	0	7	2	2	36	0	0	1	0	0	43	host	gene-PA2170	False	
gene-PA3960	27	28	22	18	23	104	2	3	18	2	0	167	host	gene-PA3960	False	
gene-PA1548	33	24	11	18	32	61	5	9	4	6	3	59	host	gene-PA1548	False	
gene-PA0502	253	170	40	217	358	112	32	30	14	14	9	130	host	gene-PA0502	False	
gene-PA1627	9	6	12	4	6	59	2	1	7	1	3	131	host	gene-PA1627	False	
gene-PA5208	109	103	240	78	82	188	16	19	17	9	5	128	host	gene-PA5208	False	
gene-PA3527	86	78	59	91	107	153	25	16	17	4	6	190	host	pyrC	False	
gene-PA5540	7	15	16	12	9	112	1	1	15	3	4	128	host	gene-PA5540	False	
gene-PA0735	22	21	63	12	15	138	4	3	63	0	2	344	host	gene-PA0735	False	
gene-PA2902	165	189	44	106	164	162	27	45	20	20	15	204	host	gene-PA2902	False	
gene-PA1491	25	35	32	25	22	187	8	5	23	2	3	119	host	gene-PA1491	False	
gene-PA0123	22	52	40	5	42	231	3	8	18	3	2	421	host	gene-PA0123	False	
gene-PA0113	27	30	32	8	14	172	1	5	21	1	0	200	host	gene-PA0113	False	
gene-PA1173	9	5	18	5	9	53	1	1	5	0	1	31	host	napB	False	
gene-PA1857	27	32	38	26	38	157	10	8	22	4	6	298	host	gene-PA1857	False	
gene-PA0874	7	27	19	5	13	72	2	3	6	1	0	38	host	gene-PA0874	False	
gene-PA0480	8	4	23	3	3	83	0	0	15	0	0	160	host	gene-PA0480	False	
gene-PA2843	37	35	22	27	36	136	6	8	13	7	7	240	host	gene-PA2843	False	
gene-PA2423	56	60	37	124	199	138	22	26	15	12	4	96	host	gene-PA2423	False	
