Geneid	Ctrl_R1	Ctrl_R2	Ctrl_R3	0_R1	0_R2	0_R3	2_R1	2_R2	2_R3	5_R1	5_R2	5_R3	10_R1	10_R2	10_R3	20_R1	20_R2	20_R3	30_R1	30_R2	30_R3	Entity	Symbol	is_outlier	outlier_info
gene-SAURSH1000_RS03345	67	63	43	97	70	35	102	71	53	95	81	35	75	129	24	40	34	23	21	32	5	host	ybaK	False	
gene-SAURSH1000_RS05240	54	55	77	71	45	34	77	39	40	80	59	23	54	61	15	28	17	5	26	31	7	host	gene-SAURSH1000_RS05240	False	
gene-SAURSH1000_RS07530	211	190	198	297	182	268	291	295	185	367	310	106	129	219	42	46	60	25	35	68	17	host	yhbY	False	
gene-SAURSH1000_RS10565	2	3	1	0	2	0	3	2	1	2	1	0	1	2	0	0	1	0	0	1	0	host	gene-SAURSH1000_RS10565	False	
gene-SAURSH1000_RS11590	68	94	58	114	82	47	96	69	62	92	82	51	45	65	16	18	23	8	21	20	5	host	gene-SAURSH1000_RS11590	False	
gene-SAURSH1000_RS01755	674	437	510	1008	629	630	1110	1183	733	978	1599	379	478	1325	109	203	248	62	153	243	27	host	xpt	False	
gene-SAURSH1000_RS04460	251	233	239	401	241	265	450	246	278	440	377	168	261	344	91	103	104	27	73	94	26	host	gene-SAURSH1000_RS04460	False	
gene-SAURSH1000_RS07795	215	228	274	427	250	312	469	309	306	518	360	193	232	294	75	72	97	33	52	89	13	host	mreD	False	
gene-SAURSH1000_RS05680	174	235	207	312	180	213	303	170	239	406	223	134	276	223	70	71	88	30	74	80	14	host	yfhO	False	
gene-SAURSH1000_RS01740	741	1014	735	965	782	688	1251	798	566	965	1025	445	717	1139	288	276	412	90	146	310	65	host	gene-SAURSH1000_RS01740	False	
gene-SAURSH1000_RS07630	568	814	612	1076	897	903	1163	925	736	1075	908	381	625	716	219	161	253	89	126	222	68	host	ruvX	False	
gene-SAURSH1000_RS10370	186	261	140	285	434	152	246	419	164	211	507	134	177	249	62	89	92	43	96	93	36	host	lmrS	False	
gene-SAURSH1000_RS01280	21	44	36	69	61	40	56	55	32	99	60	17	64	48	7	9	19	7	9	13	0	host	gene-SAURSH1000_RS01280	False	
gene-SAURSH1000_RS07635	410	516	410	618	509	485	682	518	452	533	563	249	316	429	128	92	146	50	71	154	36	host	gene-SAURSH1000_RS07635	False	
gene-SAURSH1000_RS07250	7	7	5	12	4	6	12	3	2	10	7	1	0	9	1	3	1	2	2	3	0	host	gene-SAURSH1000_RS07250	False	
gene-CPT_phageK_gp117	0	1	0	95	0	2	28	9	7	1178	199	2232	8554	5751	8111	9993	11121	12883	9683	10218	4886	phage	gene-CPT_phageK_gp117	False	
gene-SAURSH1000_RS05250	14	35	64	24	18	39	25	42	20	35	71	7	33	59	11	27	47	9	13	51	13	host	efb	False	
gene-SAURSH1000_RS02145	349	500	393	484	483	455	567	577	360	534	618	164	283	502	89	106	148	30	69	145	27	host	gene-SAURSH1000_RS02145	False	
gene-SAURSH1000_RS06890	733	1025	831	879	908	989	974	909	708	976	942	386	631	852	201	187	239	75	108	250	41	host	gene-SAURSH1000_RS06890	False	
gene-SAURSH1000_RS02715	174	182	187	196	149	220	268	164	177	233	231	97	91	224	44	30	44	16	20	50	7	host	gene-SAURSH1000_RS02715	False	
gene-SAURSH1000_RS09485	155	76	125	267	151	169	265	176	133	377	198	86	159	169	41	39	60	16	42	54	7	host	pmtB	False	
gene-SAURSH1000_RS01015	140	540	170	166	284	161	208	171	149	319	160	91	320	327	91	76	139	30	36	135	16	host	gene-SAURSH1000_RS01015	False	
gene-SAURSH1000_RS01375	3	8	10	11	13	14	14	7	6	15	12	6	8	14	3	2	5	5	4	9	4	host	gene-SAURSH1000_RS01375	False	
gene-SAURSH1000_RS00930	68	304	86	115	143	71	105	77	110	108	88	44	114	253	31	42	107	25	20	90	6	host	nikA	False	
gene-SAURSH1000_RS08510	48	38	49	82	48	29	86	39	60	78	56	29	35	59	7	19	20	2	24	13	4	host	tnpA	False	
gene-SAURSH1000_RS06375	12	27	16	23	21	20	17	31	17	21	24	6	7	12	8	2	11	3	6	10	2	host	trpD	False	
gene-CPT_phageK_gp223	0	0	0	11	1	0	49	5	7	1152	151	1188	4639	2296	2675	1712	2350	1672	948	1185	448	phage	gene-CPT_phageK_gp223	False	
gene-SAURSH1000_RS00135	7	26	19	21	23	20	29	16	23	36	23	7	41	21	8	4	7	4	2	8	3	host	gene-SAURSH1000_RS00135	False	
gene-SAURSH1000_RS08875	100	112	110	153	154	145	170	152	108	147	167	59	102	152	24	25	51	7	23	45	1	host	gene-SAURSH1000_RS08875	False	
gene-SAURSH1000_RS01665	8	6	20	16	10	9	15	6	11	21	9	8	17	10	4	4	9	1	2	8	2	host	selX	False	
gene-SAURSH1000_RS09890	682	794	800	1940	565	795	1137	706	771	1136	939	394	589	975	237	178	240	107	139	266	70	host	gene-SAURSH1000_RS09890	False	
gene-SAURSH1000_RS00040	105	32	139	114	25	89	132	30	80	102	34	43	54	30	30	19	17	16	13	14	12	host	hutH	False	
gene-SAURSH1000_RS09410	438	723	445	652	810	337	657	716	471	621	640	266	384	617	126	129	142	43	73	129	26	host	gene-SAURSH1000_RS09410	False	
gene-SAURSH1000_RS00255	6	14	11	14	28	15	12	29	10	26	26	4	15	16	4	6	5	4	6	8	2	host	gene-SAURSH1000_RS00255	False	
gene-SAURSH1000_RS11845	140	216	191	255	199	236	315	153	259	297	202	105	183	198	69	58	68	43	35	58	18	host	gene-SAURSH1000_RS11845	False	
gene-SAURSH1000_RS01500	549	115	644	664	52	521	739	49	411	769	95	352	473	489	196	175	97	72	149	153	34	host	glpT	False	
gene-SAURSH1000_RS06635	118	78	144	154	69	204	201	101	170	261	181	88	194	190	75	43	60	26	23	50	9	host	gene-SAURSH1000_RS06635	False	
gene-SAURSH1000_RS02700	252	222	118	367	187	96	337	122	141	230	159	124	165	159	75	105	41	75	95	57	52	host	vraX	False	
gene-SAURSH1000_RS11010	85	49	78	97	29	87	89	43	83	86	43	42	38	47	16	8	13	13	10	18	4	host	gene-SAURSH1000_RS11010	False	
gene-SAURSH1000_RS07625	907	953	817	1292	918	844	1353	921	831	1244	944	524	697	774	240	209	257	130	186	256	64	host	gene-SAURSH1000_RS07625	False	
gene-SAURSH1000_RS02475	252	428	270	304	269	283	357	369	208	457	416	107	334	330	87	83	113	42	53	123	25	host	gene-SAURSH1000_RS02475	False	
gene-SAURSH1000_RS08410	218	162	190	324	172	241	301	254	191	280	391	106	148	263	53	38	58	27	30	66	10	host	ribD	False	
gene-SAURSH1000_RS10515	7	4	9	5	1	8	6	0	8	7	1	1	11	5	3	1	3	0	0	1	0	host	lacB	False	
gene-SAURSH1000_RS10495	23	15	26	26	13	33	35	21	35	41	10	17	20	22	10	7	7	11	7	6	5	host	gene-SAURSH1000_RS10495	False	
gene-SAURSH1000_RS08035	682	656	582	1030	771	717	1224	1012	757	1001	1279	407	470	986	159	174	306	97	135	343	44	host	accD	False	
gene-SAURSH1000_RS00465	15	9	9	18	13	13	25	6	17	21	26	7	8	16	3	6	5	1	6	11	1	host	phnE	False	
gene-SAURSH1000_RS12735	68	425	74	74	98	55	79	78	66	73	89	27	145	723	26	75	209	15	40	132	9	host	nrdD	False	
gene-SAURSH1000_RS13015	2	2	2	3	2	5	4	2	2	7	6	2	0	2	0	0	0	1	1	0	0	host	icaD	False	
gene-SAURSH1000_RS10505	11	4	11	9	2	11	18	5	7	13	5	2	5	8	1	3	3	1	0	3	3	host	lacD	False	
gene-SAURSH1000_RS06370	18	18	22	8	23	22	13	29	14	20	8	5	7	18	2	4	5	1	2	7	0	host	gene-SAURSH1000_RS06370	False	
gene-SAURSH1000_RS08665	10	9	6	13	9	6	17	12	8	16	20	3	7	7	2	2	5	3	3	8	3	host	gene-SAURSH1000_RS08665	False	
gene-SAURSH1000_RS11995	149	325	134	272	172	204	281	141	188	369	142	107	256	242	72	163	147	42	115	147	24	host	gene-SAURSH1000_RS11995	False	
gene-SAURSH1000_RS13155	19	22	36	22	9	28	18	9	24	41	9	4	56	34	19	13	16	4	2	13	1	host	gene-SAURSH1000_RS13155	False	
gene-SAURSH1000_RS01550	78	84	50	67	136	44	68	142	57	50	97	35	32	47	11	14	20	1	8	13	4	host	gene-SAURSH1000_RS01550	False	
gene-SAURSH1000_RS04455	655	607	748	883	608	668	1168	582	751	940	804	456	607	844	261	253	261	130	150	298	70	host	gene-SAURSH1000_RS04455	False	
gene-SAURSH1000_RS08675	21	50	32	46	27	52	38	22	31	70	15	10	94	36	24	8	34	3	4	16	4	host	gene-SAURSH1000_RS08675	False	
gene-SAURSH1000_RS00670	140	127	124	220	90	165	169	107	148	177	148	78	102	144	35	26	45	20	27	61	10	host	gene-SAURSH1000_RS00670	False	
gene-SAURSH1000_RS08180	913	787	1001	1247	728	1099	1549	714	932	1295	921	549	676	1011	283	281	290	141	192	366	63	host	gene-SAURSH1000_RS08180	False	
gene-SAURSH1000_RS13045	11	75	6	11	13	13	12	15	12	11	21	8	6	73	1	5	6	5	4	12	3	host	hisA	False	
gene-SAURSH1000_RS03425	36	23	42	50	22	29	69	24	44	48	50	18	37	44	12	6	11	4	8	21	3	host	gene-SAURSH1000_RS03425	False	
gene-SAURSH1000_RS00630	3	11	2	5	13	2	4	20	3	9	16	0	2	8	1	2	0	0	0	1	1	host	gene-SAURSH1000_RS00630	False	
gene-SAURSH1000_RS03845	34	30	30	37	42	23	42	31	29	46	30	15	30	26	12	13	5	1	9	11	3	host	emp	False	
gene-SAURSH1000_RS07165	1266	1121	1054	1605	1122	1244	1688	1588	941	1755	1848	580	671	1201	297	209	314	92	189	338	62	host	gene-SAURSH1000_RS07165	False	
gene-SAURSH1000_RS03325	161	123	124	236	176	160	220	184	187	207	238	74	154	149	33	48	63	10	26	42	6	host	gene-SAURSH1000_RS03325	False	
gene-SAURSH1000_RS11385	38	44	49	81	41	53	63	38	55	81	47	21	69	50	8	28	18	5	15	18	4	host	gene-SAURSH1000_RS11385	False	
gene-SAURSH1000_RS01600	23	31	26	23	42	16	37	38	24	21	42	13	25	46	10	16	14	2	5	10	2	host	gene-SAURSH1000_RS01600	False	
gene-CPT_phageK_gp012	0	0	0	1	0	5	102	10	61	755	101	149	453	149	97	48	45	72	49	31	53	phage	gene-CPT_phageK_gp012	False	
gene-SAURSH1000_RS12450	117	206	227	91	71	198	77	44	130	201	41	67	487	265	162	71	138	24	35	100	17	host	crtQ	False	
gene-SAURSH1000_RS07495	61	82	48	107	114	81	105	112	70	122	80	39	84	86	13	32	36	11	29	23	3	host	gene-SAURSH1000_RS07495	False	
gene-SAURSH1000_RS09200	505	734	636	1090	485	736	923	334	705	1058	367	407	951	838	339	251	314	125	146	274	72	host	gene-SAURSH1000_RS09200	False	
gene-SAURSH1000_RS02965	113	107	189	226	94	188	135	47	135	360	31	70	521	95	130	52	43	32	31	37	13	host	gene-SAURSH1000_RS02965	False	
gene-SAURSH1000_RS03700	448	547	515	671	597	612	834	663	561	954	743	286	545	702	142	154	203	69	137	195	48	host	gene-SAURSH1000_RS03700	False	
gene-SAURSH1000_RS09520	29	28	28	29	32	24	39	30	30	31	32	12	18	47	7	14	21	3	14	28	8	host	sph	False	
gene-SAURSH1000_RS05930	426	515	475	608	852	508	735	1332	556	626	1411	333	295	685	167	147	175	82	109	180	38	host	gene-SAURSH1000_RS05930	False	
gene-SAURSH1000_RS01215	12	8	13	20	16	15	13	12	7	34	24	5	17	39	3	1	8	3	3	3	0	host	esaC	False	
gene-SAURSH1000_RS05030	775	1180	498	977	487	556	1017	581	536	1275	657	323	834	1282	177	305	383	99	232	379	50	host	gene-SAURSH1000_RS05030	False	
gene-SAURSH1000_RS02175	792	677	755	1025	724	836	1320	1048	841	1218	1362	563	613	1319	306	240	332	147	158	295	72	host	gene-SAURSH1000_RS02175	False	
gene-SAURSH1000_RS12160	61	109	78	121	77	83	89	66	76	92	61	36	61	63	17	14	24	9	24	25	5	host	gene-SAURSH1000_RS12160	False	
gene-SAURSH1000_RS01320	43	44	61	83	34	67	65	74	55	115	92	23	60	61	15	9	25	2	6	21	1	host	gene-SAURSH1000_RS01320	False	
gene-SAURSH1000_RS06685	524	664	544	778	661	558	867	693	556	860	782	324	496	761	178	139	210	74	108	190	47	host	gene-SAURSH1000_RS06685	False	
gene-SAURSH1000_RS01240	587	637	687	1208	541	911	1206	602	799	1599	636	496	962	544	250	169	191	79	130	148	44	host	gene-SAURSH1000_RS01240	False	
gene-CPT_phageK_gp050	0	0	0	4	0	0	79	3	30	1299	252	1485	2639	2140	1639	467	690	502	254	216	264	phage	gene-CPT_phageK_gp050	False	
gene-SAURSH1000_RS10525	87	149	114	187	112	155	252	118	139	221	172	81	130	170	57	54	74	18	41	53	13	host	gene-SAURSH1000_RS10525	False	
gene-SAURSH1000_RS07665	134	245	112	183	388	125	194	276	150	153	198	78	55	118	60	32	44	22	26	35	10	host	gene-SAURSH1000_RS07665	False	
gene-SAURSH1000_RS12210	123	173	91	179	95	82	158	42	73	205	70	47	231	197	63	93	86	32	50	88	18	host	gene-SAURSH1000_RS12210	False	
gene-SAURSH1000_RS07725	921	1290	913	1222	1395	1052	1406	1485	834	1333	1691	504	889	1726	255	314	494	115	195	502	56	host	gene-SAURSH1000_RS07725	False	
gene-SAURSH1000_RS03595	119	98	113	160	133	126	203	132	121	179	162	99	90	150	28	35	41	13	26	48	12	host	gene-SAURSH1000_RS03595	False	
gene-SAURSH1000_RS06290	250	164	183	340	161	169	351	194	192	318	208	107	186	258	60	81	72	32	71	58	9	host	gene-SAURSH1000_RS06290	False	
gene-SAURSH1000_RS02660	835	861	1225	837	1001	1272	1132	982	1070	1039	1070	659	701	1126	442	198	276	171	121	241	118	host	hxlA	False	
gene-SAURSH1000_RS08150	36	93	29	40	37	25	41	33	27	44	45	24	33	55	11	7	10	6	8	9	3	host	gene-SAURSH1000_RS08150	False	
gene-SAURSH1000_RS03170	673	724	790	1321	792	809	1400	918	1069	1337	1044	417	687	842	152	268	252	61	213	261	43	host	gene-SAURSH1000_RS03170	False	
gene-SAURSH1000_RS08525	299	278	224	328	257	165	339	208	225	237	240	152	139	195	50	85	68	31	53	73	20	host	yidD	False	
gene-SAURSH1000_RS08045	881	1393	1011	1343	1168	1071	1515	1290	1085	1558	1260	556	849	1398	268	258	405	140	186	403	85	host	gene-SAURSH1000_RS08045	False	
gene-SAURSH1000_RS01205	19	18	20	31	13	32	32	26	18	51	52	20	25	49	5	5	9	6	5	7	1	host	essB	False	
gene-SAURSH1000_RS00675	72	992	54	94	349	56	105	205	61	262	154	32	476	476	104	302	337	76	156	294	26	host	gene-SAURSH1000_RS00675	False	
gene-SAURSH1000_RS09900	783	1565	704	1116	943	522	1199	611	715	1083	697	349	1056	962	282	524	436	178	353	337	93	host	gene-SAURSH1000_RS09900	False	
gene-SAURSH1000_RS02160	40	56	53	61	59	60	75	111	43	69	121	18	34	83	15	13	23	6	9	18	1	host	gene-SAURSH1000_RS02160	False	
gene-SAURSH1000_RS10640	312	250	298	318	407	333	420	381	271	293	396	110	109	338	44	73	79	24	41	82	13	host	truA	False	
gene-SAURSH1000_RS11435	1	1	2	3	0	1	8	1	1	1	1	0	0	1	2	0	0	0	0	0	0	host	gene-SAURSH1000_RS11435	False	
gene-SAURSH1000_RS11295	183	225	227	262	222	226	360	229	251	345	297	150	190	331	76	61	81	25	37	82	17	host	corA	False	
gene-SAURSH1000_RS02645	716	698	639	850	982	630	1085	804	720	734	736	358	381	736	160	167	196	56	114	193	46	host	bshB2	False	
gene-SAURSH1000_RS11040	69	83	46	120	98	75	132	102	62	165	131	31	59	101	13	16	42	3	21	45	4	host	gene-SAURSH1000_RS11040	False	
gene-SAURSH1000_RS06560	616	792	730	835	690	792	998	599	760	915	590	376	713	591	197	184	285	103	120	259	46	host	gene-SAURSH1000_RS06560	False	
gene-SAURSH1000_RS03820	0	0	0	2	0	1	2	1	0	2	3	0	0	0	0	1	1	0	0	1	0	host	gene-SAURSH1000_RS03820	False	
gene-SAURSH1000_RS04840	110	90	98	139	85	76	167	101	92	168	183	65	113	162	46	45	39	11	28	34	9	host	gene-SAURSH1000_RS04840	False	
gene-SAURSH1000_RS07155	583	1384	625	976	720	818	1007	864	604	1383	1077	298	1113	1188	255	214	375	108	124	377	39	host	recN	False	
gene-SAURSH1000_RS06835	76	130	103	130	121	121	133	124	78	123	80	37	75	83	24	28	18	8	16	30	3	host	gene-SAURSH1000_RS06835	False	
gene-SAURSH1000_RS11915	71	29	48	68	43	37	51	31	39	51	43	11	37	65	7	9	13	4	20	25	3	host	gene-SAURSH1000_RS11915	False	
gene-SAURSH1000_RS03610	396	435	291	566	437	382	488	401	382	487	367	170	272	305	72	113	103	29	105	102	17	host	gene-SAURSH1000_RS03610	False	
gene-SAURSH1000_RS03060	182	251	250	299	199	254	320	228	223	340	234	136	238	242	85	80	99	41	37	74	18	host	tagD	False	
gene-SAURSH1000_RS07615	640	620	498	863	1239	671	919	1483	596	764	1488	250	389	849	110	180	258	54	144	281	28	host	gene-SAURSH1000_RS07615	False	
gene-SAURSH1000_RS08110	356	283	330	466	428	339	534	610	350	474	819	170	164	432	57	73	92	39	64	106	29	host	thiI	False	
gene-SAURSH1000_RS00115	651	762	590	863	710	703	910	858	641	758	911	333	412	912	161	207	249	75	127	214	47	host	yycI	False	
gene-SAURSH1000_RS08575	8	3	4	7	11	9	7	7	5	15	7	0	6	3	0	1	1	0	2	3	0	host	gene-SAURSH1000_RS08575	False	
gene-SAURSH1000_RS11225	8	2	10	6	5	3	2	8	5	6	6	2	9	5	1	1	3	3	1	3	1	host	fosB	False	
gene-SAURSH1000_RS04910	834	669	762	1298	901	614	1182	789	798	880	894	439	533	789	171	229	186	85	205	206	51	host	def	False	
gene-SAURSH1000_RS09505	134	53	143	156	48	68	148	32	134	134	68	145	77	86	97	93	26	124	60	33	105	host	gene-SAURSH1000_RS09505	False	
gene-SAURSH1000_RS07050	70	115	96	112	115	91	131	115	82	104	138	35	68	96	15	22	30	10	19	25	7	host	gene-SAURSH1000_RS07050	False	
gene-SAURSH1000_RS02925	246	240	290	471	226	349	513	317	424	613	384	208	281	422	106	65	136	52	67	122	24	host	gene-SAURSH1000_RS02925	False	
gene-SAURSH1000_RS03195	190	248	134	396	177	166	340	211	235	481	211	141	382	244	68	96	95	19	82	78	14	host	sarX	False	
gene-SAURSH1000_RS06870	218	305	214	305	288	264	408	342	220	367	456	110	198	349	64	68	76	30	47	89	10	host	aroC	False	
gene-SAURSH1000_RS08440	127	141	118	273	156	110	203	225	113	213	202	76	104	133	25	37	41	9	38	51	9	host	gene-SAURSH1000_RS08440	False	
gene-SAURSH1000_RS12555	17	11	8	13	28	5	21	25	21	13	36	8	16	17	1	3	7	1	1	2	0	host	gene-SAURSH1000_RS12555	False	
gene-SAURSH1000_RS00785	15	17	14	21	18	12	13	14	10	18	25	10	10	17	3	9	4	3	3	5	3	host	gene-SAURSH1000_RS00785	False	
gene-SAURSH1000_RS03265	214	366	296	332	257	347	302	173	221	404	203	131	538	334	160	157	161	62	61	137	46	host	gene-SAURSH1000_RS03265	False	
gene-SAURSH1000_RS11855	136	561	159	157	281	167	155	211	119	251	172	72	327	327	107	138	175	39	65	143	28	host	gene-SAURSH1000_RS11855	False	
gene-SAURSH1000_RS11835	1	2	0	0	1	6	2	4	1	1	1	0	1	2	0	2	0	0	0	0	0	host	gene-SAURSH1000_RS11835	False	
gene-SAURSH1000_RS11735	11	9	23	27	14	20	20	11	18	32	20	14	15	18	2	8	10	2	7	5	0	host	gene-SAURSH1000_RS11735	False	
gene-SAURSH1000_RS05135	6	6	6	6	2	5	4	0	2	1	3	0	2	0	2	0	0	1	1	0	0	host	gene-SAURSH1000_RS05135	False	
gene-SAURSH1000_RS05545	173	237	162	278	236	217	254	242	147	244	342	75	136	231	49	54	56	21	30	63	5	host	gene-SAURSH1000_RS05545	False	
gene-SAURSH1000_RS09700	330	265	288	421	380	342	493	376	306	366	489	139	197	445	55	74	112	21	61	140	19	host	tsaB	False	
gene-SAURSH1000_RS03545	209	68	262	337	39	305	224	39	207	264	82	65	159	86	28	30	21	12	12	21	9	host	gene-SAURSH1000_RS03545	False	
gene-SAURSH1000_RS01020	257	686	263	315	374	262	415	320	233	539	285	118	522	548	105	143	198	59	102	212	41	host	tarK	False	
gene-SAURSH1000_RS05110	42	11	30	47	8	36	49	16	37	51	27	19	26	30	8	5	9	3	4	10	4	host	isdD	False	
gene-SAURSH1000_RS05325	53	44	43	92	50	43	116	90	45	97	138	26	48	56	13	8	22	5	19	12	0	host	gene-SAURSH1000_RS05325	False	
gene-SAURSH1000_RS09460	168	256	185	271	226	221	316	219	217	414	264	89	190	214	39	39	70	12	33	61	5	host	gene-SAURSH1000_RS09460	False	
gene-SAURSH1000_RS02705	1066	1338	1122	1371	1172	882	1578	1015	1300	1176	972	676	531	975	293	283	300	138	161	258	92	host	thiD	False	
gene-SAURSH1000_RS03240	8	3	8	10	20	7	10	10	9	14	16	8	20	7	0	4	5	2	3	3	0	host	gene-SAURSH1000_RS03240	False	
gene-SAURSH1000_RS11030	200	234	196	521	195	209	413	193	220	457	232	165	351	231	76	106	85	43	64	80	22	host	gene-SAURSH1000_RS11030	False	
gene-SAURSH1000_RS00660	62	77	67	147	84	68	146	95	77	182	116	50	94	117	25	29	28	8	27	34	8	host	gene-SAURSH1000_RS00660	False	
gene-SAURSH1000_RS06265	311	285	290	455	402	409	462	528	305	585	588	164	291	303	78	70	125	41	67	144	30	host	sbcC	False	
gene-SAURSH1000_RS06660	664	723	817	950	646	877	1093	531	761	1078	556	396	793	823	257	224	284	134	129	315	73	host	msrA	False	
gene-SAURSH1000_RS01475	53	58	69	55	17	47	51	12	31	96	8	30	82	16	20	29	22	10	21	58	6	host	gene-SAURSH1000_RS01475	False	
gene-SAURSH1000_RS03850	29	41	78	47	42	38	66	36	31	50	49	20	36	43	13	20	11	7	15	7	10	host	gene-SAURSH1000_RS03850	False	
gene-SAURSH1000_RS11840	38	42	38	67	55	57	79	40	58	63	52	40	43	54	19	14	16	8	12	12	3	host	gene-SAURSH1000_RS11840	False	
gene-SAURSH1000_RS03670	44	31	38	80	47	43	79	44	40	106	47	16	57	61	8	7	14	3	13	20	3	host	gene-SAURSH1000_RS03670	False	
gene-SAURSH1000_RS08095	450	566	442	570	941	538	664	904	510	612	803	247	228	380	98	70	106	31	59	111	18	host	gene-SAURSH1000_RS08095	False	
gene-SAURSH1000_RS11730	31	31	32	36	32	33	52	36	35	56	44	20	19	38	7	9	9	3	1	12	2	host	gene-SAURSH1000_RS11730	False	
gene-SAURSH1000_RS07980	903	1221	1090	1400	1370	1078	1703	1266	1039	1586	1180	539	936	1305	313	276	401	156	168	379	95	host	polA	False	
gene-SAURSH1000_RS07410	199	300	248	303	279	293	309	280	192	340	284	88	224	289	75	58	101	28	33	97	14	host	ybeY	False	
gene-SAURSH1000_RS04185	491	379	439	853	365	501	714	439	460	1019	437	222	540	486	121	127	130	43	144	150	44	host	mnhB1	False	
gene-SAURSH1000_RS06255	418	303	319	701	375	329	658	368	423	478	411	240	244	265	69	109	88	18	100	104	20	host	gene-SAURSH1000_RS06255	False	
gene-SAURSH1000_RS07515	514	628	530	747	562	569	811	658	535	723	714	247	307	451	138	89	119	55	66	142	31	host	rsfS	False	
gene-SAURSH1000_RS13030	113	62	304	134	39	213	132	29	60	207	34	87	166	28	73	20	12	31	10	21	18	host	lip1	False	
gene-SAURSH1000_RS05140	193	237	200	254	215	192	324	201	194	291	219	94	173	224	43	62	64	17	29	36	15	host	gene-SAURSH1000_RS05140	False	
gene-SAURSH1000_RS05780	639	570	606	1014	905	715	1068	1053	613	1145	1231	317	510	777	158	169	232	44	146	199	28	host	gene-SAURSH1000_RS05780	False	
gene-CPT_phageK_gp003	0	0	0	4	0	2	69	6	24	931	143	975	1836	1390	1040	291	393	300	152	140	136	phage	gene-CPT_phageK_gp003	False	
gene-SAURSH1000_RS12140	86	292	93	105	136	101	62	57	74	139	50	76	196	209	75	56	91	25	42	68	19	host	gene-SAURSH1000_RS12140	False	
gene-SAURSH1000_RS11370	111	332	54	212	373	100	246	392	112	242	222	39	59	43	27	57	26	10	43	43	9	host	gene-SAURSH1000_RS11370	False	
gene-SAURSH1000_RS04605	10	9	0	17	5	10	17	8	10	8	17	8	7	14	3	4	3	0	3	3	0	host	gene-SAURSH1000_RS04605	False	
gene-SAURSH1000_RS01330	180	208	138	326	146	166	338	216	167	344	248	87	214	241	59	62	71	27	56	65	13	host	gene-SAURSH1000_RS01330	False	
gene-SAURSH1000_RS05425	499	663	524	690	753	450	808	806	476	585	864	210	299	570	96	127	140	40	103	161	24	host	gene-SAURSH1000_RS05425	False	
gene-SAURSH1000_RS02035	250	196	222	350	147	262	311	159	258	315	198	107	156	189	36	71	61	12	51	50	9	host	gene-SAURSH1000_RS02035	False	
gene-SAURSH1000_RS00585	28	38	43	28	38	42	47	43	36	33	45	18	28	47	10	8	19	7	7	17	1	host	capN	False	
gene-SAURSH1000_RS08330	858	945	899	1477	966	971	1526	1197	964	1509	1381	585	806	1136	194	242	308	100	215	330	57	host	gene-SAURSH1000_RS08330	False	
gene-SAURSH1000_RS08240	676	853	614	1146	708	611	1107	798	662	1166	900	390	598	870	151	201	229	68	140	194	58	host	gene-SAURSH1000_RS08240	False	
gene-SAURSH1000_RS01425	88	72	129	102	71	87	116	78	121	99	69	35	51	78	10	24	10	5	11	20	2	host	gene-SAURSH1000_RS01425	False	
gene-SAURSH1000_RS06795	126	137	135	201	212	161	207	181	152	185	150	69	112	143	37	43	48	15	36	43	8	host	gene-SAURSH1000_RS06795	False	
gene-SAURSH1000_RS07375	200	337	220	394	244	279	464	253	255	478	340	134	355	405	102	74	135	49	56	127	21	host	gene-SAURSH1000_RS07375	False	
gene-SAURSH1000_RS08245	4	2	2	5	2	2	6	6	1	6	4	1	6	4	0	1	1	1	0	1	0	host	gene-SAURSH1000_RS08245	False	
gene-SAURSH1000_RS08885	673	760	683	1193	736	578	1067	622	736	753	675	341	392	512	115	226	149	58	178	174	39	host	gene-SAURSH1000_RS08885	False	
gene-SAURSH1000_RS12740	42	26	41	52	33	35	44	36	30	41	62	20	36	46	7	13	8	2	12	11	5	host	gene-SAURSH1000_RS12740	False	
gene-CPT_phageK_gp026	0	0	0	10	1	0	26	2	6	829	100	1036	3896	1824	2765	1861	2090	2261	1222	1500	562	phage	gene-CPT_phageK_gp026	False	
gene-SAURSH1000_RS08785	641	886	582	866	1029	639	1070	1099	593	1069	1328	376	554	1617	193	227	348	101	171	406	80	host	hemY	False	
gene-SAURSH1000_RS08535	232	191	261	290	237	232	350	193	221	332	240	121	157	232	49	59	59	24	41	83	10	host	menE	False	
gene-SAURSH1000_RS01840	23	47	39	42	54	23	55	44	33	45	27	23	28	23	11	6	9	2	6	9	2	host	gene-SAURSH1000_RS01840	False	
gene-SAURSH1000_RS03410	147	182	109	175	203	124	186	230	121	156	283	68	98	171	46	28	67	30	29	56	19	host	queE	False	
gene-SAURSH1000_RS03385	823	737	858	1545	731	915	1576	909	1012	1658	1118	603	791	1000	261	287	333	123	214	394	83	host	saeS	False	
gene-SAURSH1000_RS03095	382	154	435	482	186	474	442	231	440	374	280	201	135	173	83	52	50	31	53	59	21	host	gene-SAURSH1000_RS03095	False	
gene-SAURSH1000_RS11165	41	39	49	72	39	58	68	29	52	66	43	14	47	36	19	15	19	9	7	12	3	host	gene-SAURSH1000_RS11165	False	
gene-SAURSH1000_RS06210	50	53	59	65	174	64	97	158	54	204	186	42	204	374	37	54	115	13	29	120	10	host	guaC	False	
